,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
6,Nicklas Bendtner,Arsenal,24,FW,1,0,10,0,0,0,5.89,2011-12,ENG Premier League
7,Alan Smith,Newcastle,32,M(C),2,0,5,0,0,0,5.88,2011-12,ENG Premier League
8,Michael Owen,Man Utd,33,FW,1,0,79,0,0,0,5.74,2011-12,ENG Premier League
9,Sébastien Squillaci,Arsenal,32,D(C),1,0,9,0,0,0,5.06,2011-12,ENG Premier League
0,Marton Fülöp,West Brom,29,GK,1,1,90,0,0,0,3.77,2011-12,ENG Premier League
0,Mousa Dembélé,Fulham,26,M(CR),2,2,180,0,0,1,8.42,2012-13,ENG Premier League
1,Kieran Richardson,Sunderland,29,"D(L),M(CL)",1,1,90,0,0,0,7.96,2012-13,ENG Premier League
2,Ján Mucha,Everton,31,GK,2,2,180,0,0,1,7.95,2012-13,ENG Premier League
3,Gareth Bale,Tottenham,24,"M(CLR),FW",33,33,2925,21,4,11,7.92,2012-13,ENG Premier League
4,Luis Suárez,Liverpool,26,"AM(CLR),FW",33,33,2955,23,5,9,7.89,2012-13,ENG Premier League
5,Santi Cazorla,Arsenal,29,M(CLR),38,37,3311,12,11,9,7.86,2012-13,ENG Premier League
6,Robin van Persie,Man Utd,30,"AM(C),FW",38,35,3123,26,9,10,7.71,2012-13,ENG Premier League
7,Daniel Sturridge,Liverpool,24,"M(R),FW",14,11,1093,10,3,2,7.64,2012-13,ENG Premier League
8,Jan Vertonghen,Tottenham,26,D(CL),34,34,3060,4,3,5,7.62,2012-13,ENG Premier League
9,Marouane Fellaini,Everton,26,M(C),31,31,2786,11,5,8,7.59,2012-13,ENG Premier League
0,Andy Carroll,West Ham,25,FW,24,22,1939,7,4,2,7.58,2012-13,ENG Premier League
1,Matt Upson,Stoke,34,D(C),1,1,90,1,0,0,7.56,2012-13,ENG Premier League
2,Steven Gerrard,Liverpool,33,M(C),36,36,3223,9,9,3,7.54,2012-13,ENG Premier League
3,Chico Flores,Swansea,26,D(C),26,26,2241,0,0,3,7.47,2012-13,ENG Premier League
4,Christian Benteke,Aston Villa,23,FW,34,32,2824,19,4,8,7.45,2012-13,ENG Premier League
5,Leighton Baines,Everton,29,"D(L),M(L)",38,38,3420,5,5,5,7.43,2012-13,ENG Premier League
6,Sandro,Tottenham,24,M(C),22,22,1780,1,2,0,7.40,2012-13,ENG Premier League
7,Nemanja Vidic,Man Utd,32,D(C),19,18,1619,1,0,2,7.39,2012-13,ENG Premier League
8,Andros Townsend,QPR,22,"AM(LR),FW",12,12,1019,2,1,3,7.37,2012-13,ENG Premier League
9,Mikel Arteta,Arsenal,31,M(C),34,34,2985,6,3,7,7.37,2012-13,ENG Premier League
0,Rafael,Man Utd,23,"D(LR),M(R)",28,27,2317,3,3,4,7.36,2012-13,ENG Premier League
1,Alexander Büttner,Man Utd,24,"D(L),M(L)",5,4,382,2,1,1,7.34,2012-13,ENG Premier League
2,Micah Richards,Man City,25,D(CR),7,7,618,0,0,0,7.34,2012-13,ENG Premier League
3,Eden Hazard,Chelsea,22,"M(CLR),FW",34,31,2640,9,11,5,7.33,2012-13,ENG Premier League
4,Michael Harriman,QPR,21,"D(CR),M(R)",1,1,90,0,0,0,7.32,2012-13,ENG Premier League
5,Patrice Evra,Man Utd,32,"D(CL),M(L)",34,34,3060,4,5,2,7.31,2012-13,ENG Premier League
6,Ryan Nelsen,QPR,36,D(C),21,21,1884,1,0,2,7.30,2012-13,ENG Premier League
7,Philippe Coutinho,Liverpool,21,M(CLR),13,12,933,3,5,1,7.30,2012-13,ENG Premier League
8,David Silva,Man City,27,"M(CLR),FW",32,29,2526,4,8,3,7.30,2012-13,ENG Premier League
9,Mike Williamson,Newcastle,30,D(C),19,19,1710,0,0,1,7.29,2012-13,ENG Premier League
0,Morgan Schneiderlin,Southampton,24,DMC,36,36,3210,5,0,4,7.28,2012-13,ENG Premier League
1,Juan Mata,Chelsea,25,AM(CLR),35,31,2749,12,12,5,7.28,2012-13,ENG Premier League
2,Bryan Ruiz,Fulham,28,"M(CLR),FW",29,26,2386,5,7,3,7.28,2012-13,ENG Premier League
3,Wayne Rooney,Man Utd,28,"M(CLR),FW",27,22,2019,12,10,3,7.27,2012-13,ENG Premier League
4,Gaël Clichy,Man City,28,D(L),28,26,2334,0,2,1,7.27,2012-13,ENG Premier League
5,Glen Johnson,Liverpool,29,"D(CLR),M(R)",36,36,3224,1,4,0,7.26,2012-13,ENG Premier League
6,Robert Snodgrass,Norwich,26,M(CLR),37,35,3067,6,6,5,7.26,2012-13,ENG Premier League
7,Dimitar Berbatov,Fulham,32,"AM(C),FW",33,32,2849,15,3,4,7.25,2012-13,ENG Premier League
8,Jonny Evans,Man Utd,26,D(CL),23,21,1903,3,1,1,7.24,2012-13,ENG Premier League
9,Carlos Tevez,Man City,29,"AM(CL),FW",34,28,2410,11,8,6,7.24,2012-13,ENG Premier League
0,Leon Osman,Everton,32,M(CLR),36,36,3186,5,2,0,7.24,2012-13,ENG Premier League
1,Theo Walcott,Arsenal,24,"M(CLR),FW",32,24,2286,14,10,1,7.24,2012-13,ENG Premier League
2,Mousa Dembélé,Tottenham,26,M(CR),30,26,2211,1,3,0,7.23,2012-13,ENG Premier League
3,Adel Taarabt,QPR,24,"M(CL),FW",31,25,2245,5,4,2,7.22,2012-13,ENG Premier League
4,Lucas Leiva,Liverpool,26,"D(C),M(C)",26,24,1953,0,1,0,7.21,2012-13,ENG Premier League
5,David Luiz,Chelsea,26,"D(C),DMC",30,29,2634,2,2,2,7.21,2012-13,ENG Premier League
6,Phil Jagielka,Everton,31,D(CR),36,36,3155,2,1,1,7.20,2012-13,ENG Premier League
7,Yohan Cabaye,Newcastle,27,M(C),26,25,2124,6,2,3,7.20,2012-13,ENG Premier League
8,Sylvain Distin,Everton,36,D(C),34,31,2837,0,1,2,7.19,2012-13,ENG Premier League
9,Pablo Zabaleta,Man City,28,"D(R),DMC,M(R)",30,29,2652,2,2,2,7.18,2012-13,ENG Premier League
0,Yaya Touré,Man City,30,M(C),32,32,2830,6,5,1,7.18,2012-13,ENG Premier League
1,Angel Rangel,Swansea,31,D(R),33,30,2750,3,1,2,7.18,2012-13,ENG Premier League
2,Michu,Swansea,27,"AM(C),FW",35,35,3017,18,2,5,7.17,2012-13,ENG Premier League
3,Brede Hangeland,Fulham,32,D(C),35,35,3046,0,0,3,7.17,2012-13,ENG Premier League
4,Abou Diaby,Arsenal,27,M(C),11,10,714,0,0,1,7.16,2012-13,ENG Premier League
5,Carlos Cuellar,Sunderland,32,D(C),26,26,2259,1,2,5,7.16,2012-13,ENG Premier League
6,Steven Pienaar,Everton,31,M(CL),35,35,3066,6,6,2,7.16,2012-13,ENG Premier League
7,Kyle Walker,Tottenham,23,"D(CR),M(R)",36,36,3161,0,4,0,7.16,2012-13,ENG Premier League
8,Karim Rekik,Man City,19,D(CL),1,1,84,0,0,0,7.15,2012-13,ENG Premier League
9,Alex McCarthy,Reading,24,GK,13,13,1170,0,0,1,7.15,2012-13,ENG Premier League
0,Matthew Lowton,Aston Villa,24,"D(LR),M(R)",37,37,3267,2,3,1,7.14,2012-13,ENG Premier League
1,Benoit Assou-Ekotto,Tottenham,29,D(L),15,12,1142,1,0,1,7.13,2012-13,ENG Premier League
2,Nacho Monreal,Arsenal,27,"D(CL),M(L)",10,9,792,1,1,1,7.13,2012-13,ENG Premier League
3,Séamus Coleman,Everton,25,"D(CR),M(R)",26,24,2163,0,5,0,7.12,2012-13,ENG Premier League
4,Demba Ba,Newcastle,28,"AM(C),FW",20,19,1672,13,0,2,7.12,2012-13,ENG Premier League
5,Steve Sidwell,Fulham,31,M(C),28,24,2104,4,2,2,7.11,2012-13,ENG Premier League
6,Branislav Ivanovic,Chelsea,29,D(CR),34,33,2944,5,1,2,7.11,2012-13,ENG Premier League
7,Kieran Gibbs,Arsenal,24,"D(L),M(L)",27,23,2100,0,3,1,7.11,2012-13,ENG Premier League
8,Peter Crouch,Stoke,32,FW,34,28,2340,7,4,5,7.11,2012-13,ENG Premier League
9,Ashley Williams,Swansea,29,D(C),37,37,3330,0,0,4,7.10,2012-13,ENG Premier League
0,Ramires,Chelsea,26,M(CR),35,28,2521,5,1,1,7.09,2012-13,ENG Premier League
1,Vincent Kompany,Man City,27,D(C),26,26,2239,1,0,0,7.09,2012-13,ENG Premier League
2,Michael Carrick,Man Utd,32,"D(C),M(C)",36,34,3045,1,4,1,7.09,2012-13,ENG Premier League
3,Michael Dawson,Tottenham,30,D(C),27,23,2012,1,0,2,7.09,2012-13,ENG Premier League
4,Olivier Giroud,Arsenal,27,FW,34,24,2325,11,3,3,7.08,2012-13,ENG Premier League
5,Frank Lampard,Chelsea,35,M(C),29,21,1901,15,1,2,7.08,2012-13,ENG Premier League
6,Nathan Baker,Aston Villa,22,D(CL),26,25,2013,0,0,1,7.08,2012-13,ENG Premier League
7,Scott Sinclair,Swansea,24,"M(LR),FW",1,0,13,1,0,0,7.08,2012-13,ENG Premier League
8,Mark Noble,West Ham,26,M(C),28,25,2286,4,3,4,7.08,2012-13,ENG Premier League
9,Gary Cahill,Chelsea,28,D(C),26,24,2216,2,2,0,7.07,2012-13,ENG Premier League
0,Rickie Lambert,Southampton,31,FW,38,35,3133,15,4,2,7.06,2012-13,ENG Premier League
1,Kyle Naughton,Tottenham,25,"D(CLR),M(R)",14,13,1061,0,1,0,7.06,2012-13,ENG Premier League
2,John Terry,Chelsea,33,D(C),14,11,950,4,0,1,7.06,2012-13,ENG Premier League
3,Daniel Agger,Liverpool,29,D(C),35,35,3100,3,0,1,7.06,2012-13,ENG Premier League
4,Ron Vlaar,Aston Villa,28,D(C),27,27,2391,2,0,1,7.05,2012-13,ENG Premier League
5,Jack Wilshere,Arsenal,22,M(CLR),25,20,1696,0,3,0,7.05,2012-13,ENG Premier League
6,Mohamed Diamé,West Ham,26,M(CLR),33,31,2612,3,0,0,7.05,2012-13,ENG Premier League
7,Hatem Ben Arfa,Newcastle,26,"M(CR),FW",19,16,1462,4,2,3,7.04,2012-13,ENG Premier League
8,Winston Reid,West Ham,25,D(C),36,36,3145,1,0,3,7.04,2012-13,ENG Premier League
9,Sean Morrison,Reading,22,D(C),16,15,1327,2,0,1,7.03,2012-13,ENG Premier League
0,Tomas Rosicky,Arsenal,33,M(CR),10,7,614,2,1,2,7.03,2012-13,ENG Premier League
1,Antolín Alcáraz,Wigan,31,D(C),10,8,691,0,0,1,7.03,2012-13,ENG Premier League
2,Sergio Agüero,Man City,25,"AM(CL),FW",30,22,1946,12,2,0,7.03,2012-13,ENG Premier League
3,Bacary Sagna,Arsenal,30,D(CR),25,25,2240,0,0,0,7.03,2012-13,ENG Premier League
4,Moussa Sissoko,Newcastle,24,M(CR),12,12,1070,3,2,1,7.03,2012-13,ENG Premier League
5,Kevin Mirallas,Everton,26,"M(CLR),FW",27,23,1836,6,3,1,7.03,2012-13,ENG Premier League
6,Gerhard Tremmel,Swansea,35,GK,14,12,1108,0,0,1,7.03,2012-13,ENG Premier League
7,Aaron Lennon,Tottenham,26,M(LR),34,33,2840,4,7,1,7.03,2012-13,ENG Premier League
8,Oscar,Chelsea,22,M(CLR),34,24,2293,4,5,1,7.03,2012-13,ENG Premier League
9,James Milner,Man City,28,"D(LR),M(CLR)",26,19,1721,4,3,3,7.02,2012-13,ENG Premier League
0,Fernando Torres,Chelsea,29,FW,36,28,2571,8,6,5,7.02,2012-13,ENG Premier League
1,James Collins,West Ham,30,D(C),29,29,2496,0,1,1,7.02,2012-13,ENG Premier League
2,Matija Nastasic,Man City,20,D(C),21,21,1823,0,0,2,7.02,2012-13,ENG Premier League
3,José Enrique,Liverpool,27,"D(L),M(L)",29,25,2258,2,4,1,7.01,2012-13,ENG Premier League
4,Antonio Valencia,Man Utd,28,"D(R),M(R)",30,24,2212,1,5,0,7.00,2012-13,ENG Premier League
5,Danny Rose,Sunderland,23,"D(L),M(L)",27,25,2222,1,1,0,7.00,2012-13,ENG Premier League
6,Stewart Downing,Liverpool,29,"D(L),M(CLR)",29,25,2194,3,5,0,7.00,2012-13,ENG Premier League
7,Shaun Maloney,Wigan,30,AM(CLR),36,34,2946,6,8,2,7.00,2012-13,ENG Premier League
8,Simon Mignolet,Sunderland,25,GK,38,38,3420,0,0,4,6.99,2012-13,ENG Premier League
9,Ashley Young,Man Utd,28,"D(LR),M(LR)",19,17,1375,0,3,0,6.99,2012-13,ENG Premier League
0,Rio Ferdinand,Man Utd,35,D(C),28,26,2324,1,1,1,6.99,2012-13,ENG Premier League
1,César Azpilicueta,Chelsea,24,"D(CLR),M(R)",27,24,2196,0,4,1,6.99,2012-13,ENG Premier League
2,Gareth Barry,Man City,32,M(C),31,27,2397,1,2,1,6.99,2012-13,ENG Premier League
3,Lukas Podolski,Arsenal,28,"AM(CLR),FW",33,25,2000,11,9,1,6.98,2012-13,ENG Premier League
4,Paul Scharner,Wigan,33,D(C),14,14,1260,0,1,0,6.98,2012-13,ENG Premier League
5,Lucas Piazón,Chelsea,19,"AM(CLR),FW",1,0,16,0,1,0,6.98,2012-13,ENG Premier League
6,Clint Hill,QPR,35,D(CL),31,31,2632,0,1,1,6.98,2012-13,ENG Premier League
7,Steven Fletcher,Sunderland,26,FW,28,28,2373,11,1,3,6.98,2012-13,ENG Premier League
8,Adrian Mariappa,Reading,27,D(CR),29,29,2610,1,0,1,6.98,2012-13,ENG Premier League
9,Zoltán Gera,West Brom,34,M(CLR),16,14,1129,4,1,1,6.98,2012-13,ENG Premier League
0,Raheem Sterling,Liverpool,19,"M(CLR),FW",24,19,1749,2,2,1,6.97,2012-13,ENG Premier League
1,Steven Caulker,Tottenham,22,D(C),18,17,1575,2,1,1,6.97,2012-13,ENG Premier League
2,Edin Dzeko,Man City,27,FW,32,16,1816,14,3,2,6.96,2012-13,ENG Premier League
3,Mahamadou Diarra,Fulham,32,DMC,8,7,608,0,0,0,6.96,2012-13,ENG Premier League
4,Martin Skrtel,Liverpool,29,D(C),25,23,2079,2,0,0,6.96,2012-13,ENG Premier League
5,Aaron Ramsey,Arsenal,23,M(CLR),36,21,2087,1,2,1,6.96,2012-13,ENG Premier League
6,Adam Lallana,Southampton,25,M(CLR),30,26,2242,3,5,1,6.96,2012-13,ENG Premier League
7,Luke Shaw,Southampton,18,"D(CL),M(L)",25,22,1951,0,0,1,6.96,2012-13,ENG Premier League
8,Davide Santon,Newcastle,23,D(LR),31,31,2645,1,2,0,6.95,2012-13,ENG Premier League
9,Robert Huth,Stoke,29,D(C),35,35,3150,1,0,1,6.95,2012-13,ENG Premier League
0,Romelu Lukaku,West Brom,20,"AM(R),FW",35,20,2006,17,4,5,6.95,2012-13,ENG Premier League
1,Per Mertesacker,Arsenal,29,D(C),34,33,3028,3,0,1,6.95,2012-13,ENG Premier League
2,Ben Davies,Swansea,20,"D(CL),M(L)",37,33,3049,1,2,1,6.95,2012-13,ENG Premier League
3,Maya Yoshida,Southampton,25,D(CR),32,31,2852,0,0,0,6.95,2012-13,ENG Premier League
4,Piscu,Wigan,26,D(C),5,3,356,0,0,0,6.94,2012-13,ENG Premier League
5,Nicky Shorey,Reading,32,D(L),17,16,1443,0,4,0,6.94,2012-13,ENG Premier League
6,Laurent Koscielny,Arsenal,28,D(C),25,20,1673,2,1,2,6.94,2012-13,ENG Premier League
7,Clint Dempsey,Tottenham,30,"M(CL),FW",29,22,1999,7,4,3,6.94,2012-13,ENG Premier League
8,Craig Gardner,Sunderland,27,"D(R),M(CLR)",33,32,2834,6,2,2,6.94,2012-13,ENG Premier League
9,Jonathan de Guzmán,Swansea,26,M(CLR),37,33,2860,5,6,0,6.94,2012-13,ENG Premier League
0,Dwight Tiendalli,Swansea,28,D(R),14,11,1012,1,0,0,6.93,2012-13,ENG Premier League
1,Jos Hooiveld,Southampton,30,D(C),25,23,2033,0,0,2,6.92,2012-13,ENG Premier League
2,Marc Wilson,Stoke,26,"D(CL),DMC",19,19,1494,0,0,0,6.92,2012-13,ENG Premier League
3,Ashley Westwood,Aston Villa,23,DMC,30,28,2463,0,6,0,6.92,2012-13,ENG Premier League
4,Esteban Granero,QPR,26,M(CLR),24,19,1666,1,1,1,6.92,2012-13,ENG Premier League
5,Shinji Kagawa,Man Utd,24,M(CL),20,17,1325,6,3,1,6.91,2012-13,ENG Premier League
6,Jussi Jääskeläinen,West Ham,38,GK,38,38,3420,0,0,5,6.91,2012-13,ENG Premier League
7,Jimmy Kébé,Reading,29,AM(R),18,16,1339,5,1,1,6.91,2012-13,ENG Premier League
8,Petr Cech,Chelsea,31,GK,36,36,3196,0,0,0,6.91,2012-13,ENG Premier League
9,John O'Shea,Sunderland,32,D(C),34,34,2994,2,0,0,6.91,2012-13,ENG Premier League
0,Glenn Whelan,Stoke,29,DMC,32,31,2593,0,4,0,6.91,2012-13,ENG Premier League
1,Bradley Johnson,Norwich,26,M(CL),37,37,3228,1,1,0,6.90,2012-13,ENG Premier League
2,Andre Wisdom,Liverpool,20,"D(CR),M(R)",12,12,1016,0,1,0,6.90,2012-13,ENG Premier League
3,Stéphane Mbia,QPR,27,"D(C),M(C)",29,29,2375,0,3,1,6.90,2012-13,ENG Premier League
4,Mark Schwarzer,Fulham,41,GK,36,36,3240,0,0,0,6.90,2012-13,ENG Premier League
5,Nathaniel Clyne,Southampton,22,"D(LR),M(R)",34,34,3021,1,3,0,6.90,2012-13,ENG Premier League
6,José Fonte,Southampton,30,D(C),27,25,2312,2,0,1,6.90,2012-13,ENG Premier League
7,Darren Fletcher,Man Utd,29,M(C),3,2,181,1,0,1,6.89,2012-13,ENG Premier League
8,Samir Nasri,Man City,26,M(CLR),28,22,1807,2,7,2,6.89,2012-13,ENG Premier League
9,Geoff Cameron,Stoke,28,"D(CLR),DMC",35,29,2636,0,1,3,6.89,2012-13,ENG Premier League
0,Fabian Delph,Aston Villa,24,"D(L),M(CL)",24,19,1703,0,0,0,6.88,2012-13,ENG Premier League
1,Claudio Yacob,West Brom,26,DMC,30,29,2484,0,0,1,6.88,2012-13,ENG Premier League
2,Mapou Yanga-Mbiwa,Newcastle,24,D(CR),14,11,1036,0,0,0,6.88,2012-13,ENG Premier League
3,Aaron Hughes,Fulham,34,D(CR),24,23,2115,0,0,0,6.88,2012-13,ENG Premier League
4,Jack Cork,Southampton,24,DMC,28,28,2431,0,0,0,6.88,2012-13,ENG Premier League
5,Gastón Ramírez,Southampton,23,"AM(CLR),FW",26,20,1692,5,3,2,6.88,2012-13,ENG Premier League
6,Ryan Shawcross,Stoke,26,D(C),37,37,3330,1,1,0,6.87,2012-13,ENG Premier League
7,Jordon Ibe,Liverpool,18,M(CLR),1,1,64,0,1,0,6.87,2012-13,ENG Premier League
8,Kyle Bartley,Swansea,22,D(C),2,1,147,0,0,0,6.87,2012-13,ENG Premier League
9,Ashley Cole,Chelsea,33,"D(L),M(L)",31,31,2790,1,2,0,6.87,2012-13,ENG Premier League
0,Arouna Koné,Wigan,30,"AM(LR),FW",34,32,2931,11,5,1,6.87,2012-13,ENG Premier League
1,James McCarthy,Wigan,23,M(C),38,38,3376,3,2,1,6.87,2012-13,ENG Premier League
2,Gareth McAuley,West Brom,34,D(C),36,36,3240,3,2,3,6.87,2012-13,ENG Premier League
3,Joseph O'Brien,West Ham,27,D(LR),33,32,2724,2,4,0,6.86,2012-13,ENG Premier League
4,Emmerson Boyce,Wigan,34,"D(CR),M(R)",36,36,3150,4,0,2,6.86,2012-13,ENG Premier League
5,David de Gea,Man Utd,23,GK,28,28,2520,0,0,1,6.86,2012-13,ENG Premier League
6,Jonás Gutiérrez,Newcastle,30,"D(LR),M(CLR)",34,34,2899,1,0,1,6.85,2012-13,ENG Premier League
7,Cheick Tioté,Newcastle,27,M(C),24,22,1762,0,1,1,6.85,2012-13,ENG Premier League
8,Chris Smalling,Man Utd,24,D(CR),15,10,1013,0,0,0,6.85,2012-13,ENG Premier League
9,William Gallas,Tottenham,36,D(C),19,16,1526,1,0,0,6.85,2012-13,ENG Premier League
0,Nuri Sahin,Liverpool,25,M(C),7,7,455,1,1,0,6.84,2012-13,ENG Premier League
1,Sebastien Bassong,Norwich,27,D(C),34,34,2962,3,2,1,6.84,2012-13,ENG Premier League
2,Ricardo Vaz Tê,West Ham,27,"AM(LR),FW",24,18,1610,3,4,0,6.84,2012-13,ENG Premier League
3,James Tomkins,West Ham,24,D(CR),26,18,1730,1,1,1,6.84,2012-13,ENG Premier League
4,Maicon,Man City,32,D(R),9,4,517,0,0,0,6.84,2012-13,ENG Premier League
5,Pablo Hernández,Swansea,28,M(CLR),30,27,2202,3,6,0,6.83,2012-13,ENG Premier League
6,Sascha Riether,Fulham,30,D(R),35,35,3045,1,4,0,6.83,2012-13,ENG Premier League
7,Garry Monk,Swansea,34,D(C),11,10,923,0,0,0,6.83,2012-13,ENG Premier League
8,Armand Traore,QPR,24,"D(L),M(L)",26,24,2096,0,0,0,6.83,2012-13,ENG Premier League
9,Tom Cleverley,Man Utd,24,M(CLR),22,18,1456,2,2,0,6.83,2012-13,ENG Premier League
0,Chris Brunt,West Brom,29,"D(L),M(CLR)",31,23,2182,2,3,0,6.83,2012-13,ENG Premier League
1,Mikele Leigertwood,Reading,31,DMC,30,29,2646,1,0,0,6.83,2012-13,ENG Premier League
2,Wojciech Szczesny,Arsenal,23,GK,25,25,2250,0,0,0,6.83,2012-13,ENG Premier League
3,James McArthur,Wigan,26,M(CLR),34,24,2407,3,2,1,6.83,2012-13,ENG Premier League
4,José Bosingwa,QPR,31,D(CLR),23,22,1832,0,1,0,6.82,2012-13,ENG Premier League
5,Youssouf Mulumbu,West Brom,26,M(C),28,28,2516,2,2,1,6.82,2012-13,ENG Premier League
6,Ciaran Clark,Aston Villa,24,D(CL),29,28,2498,1,0,0,6.82,2012-13,ENG Premier League
7,Nick Powell,Man Utd,19,"AM(CLR),FW",2,0,29,1,0,0,6.82,2012-13,ENG Premier League
8,Thomas Vermaelen,Arsenal,28,D(CL),29,25,2238,0,0,0,6.82,2012-13,ENG Premier League
9,Darron Gibson,Everton,26,M(C),23,22,1811,1,2,1,6.82,2012-13,ENG Premier League
0,Chris Herd,Aston Villa,24,D(C),9,9,756,0,0,0,6.82,2012-13,ENG Premier League
1,Jack Colback,Sunderland,24,"D(L),M(CL)",35,30,2812,0,0,1,6.82,2012-13,ENG Premier League
2,Ryan Shotton,Stoke,25,"D(CR),M(R)",23,20,1822,0,1,0,6.82,2012-13,ENG Premier League
3,James Morrison,West Brom,27,M(CR),35,33,2851,5,5,0,6.82,2012-13,ENG Premier League
4,Sebastian Larsson,Sunderland,28,M(CR),38,36,3001,1,3,1,6.82,2012-13,ENG Premier League
5,Jordan Henderson,Liverpool,23,"D(C),M(CLR)",30,16,1529,5,4,1,6.81,2012-13,ENG Premier League
6,Chris Baird,Fulham,31,"D(LR),DMC",19,14,1315,2,0,0,6.81,2012-13,ENG Premier League
7,Jermain Defoe,Tottenham,31,"AM(R),FW",34,27,2415,11,3,3,6.81,2012-13,ENG Premier League
8,Mathieu Debuchy,Newcastle,28,"D(CR),M(R)",14,14,1168,0,0,1,6.81,2012-13,ENG Premier League
9,Victor Anichebe,Everton,25,"M(L),FW",26,19,1721,6,4,0,6.81,2012-13,ENG Premier League
0,Boaz Myhill,West Brom,31,GK,8,8,720,0,0,0,6.81,2012-13,ENG Premier League
1,John Arne Riise,Fulham,33,D(L),31,29,2530,0,2,1,6.81,2012-13,ENG Premier League
2,Chicharito,Man Utd,25,FW,22,9,949,10,3,0,6.81,2012-13,ENG Premier League
3,Phil Jones,Man Utd,21,"D(CR),DMC",17,13,1206,0,1,0,6.81,2012-13,ENG Premier League
4,Scott Parker,Tottenham,33,M(C),21,15,1363,0,1,0,6.81,2012-13,ENG Premier League
5,Andreas Weimann,Aston Villa,22,"M(CLR),FW",30,26,2254,7,2,0,6.81,2012-13,ENG Premier League
6,Jason Puncheon,Southampton,27,M(CLR),32,25,2066,5,1,0,6.81,2012-13,ENG Premier League
7,Javi García,Man City,26,"D(C),DMC",24,17,1496,2,0,2,6.80,2012-13,ENG Premier League
8,John Ruddy,Norwich,27,GK,15,15,1342,0,0,1,6.80,2012-13,ENG Premier League
9,Gonzalo Jara,West Brom,28,"D(CR),DMC",1,0,45,0,1,0,6.80,2012-13,ENG Premier League
0,Aleksandar Kolarov,Man City,28,"D(CL),M(L)",20,11,1051,1,2,0,6.80,2012-13,ENG Premier League
1,Fabricio Coloccini,Newcastle,31,D(C),22,22,1921,0,1,0,6.79,2012-13,ENG Premier League
2,Asmir Begovic,Stoke,26,GK,38,38,3420,0,0,2,6.79,2012-13,ENG Premier League
3,Ben Foster,West Brom,30,GK,30,30,2700,0,0,1,6.79,2012-13,ENG Premier League
4,Alex Oxlade Chamberlain,Arsenal,20,M(CLR),25,11,1063,1,3,0,6.78,2012-13,ENG Premier League
5,Gervinho,Arsenal,26,"M(LR),FW",18,12,1019,5,3,1,6.78,2012-13,ENG Premier League
6,Billy Jones,West Brom,26,"D(CLR),M(R)",27,24,2210,1,2,1,6.78,2012-13,ENG Premier League
7,Julio César,QPR,34,GK,24,24,2101,0,1,2,6.78,2012-13,ENG Premier League
8,Kevin Nolan,West Ham,31,M(C),35,35,2991,10,2,1,6.78,2012-13,ENG Premier League
9,Jermaine Pennant,Stoke,30,M(R),1,1,66,0,0,0,6.78,2012-13,ENG Premier League
0,Ki Sung-Yeung,Swansea,24,DMC,29,20,2037,0,2,0,6.78,2012-13,ENG Premier League
1,Steven Whittaker,Norwich,29,D(LR),13,12,1047,1,0,0,6.78,2012-13,ENG Premier League
2,Kolo Touré,Man City,32,D(C),15,10,918,0,0,0,6.78,2012-13,ENG Premier League
3,Roger Espinoza,Wigan,27,M(CL),12,6,606,1,2,0,6.77,2012-13,ENG Premier League
4,Peter Odemwingie,West Brom,32,"AM(LR),FW",25,13,1270,5,3,2,6.77,2012-13,ENG Premier League
5,Alex Pearce,Reading,25,D(C),19,18,1645,0,1,0,6.77,2012-13,ENG Premier League
6,Yacouba Sylla,Aston Villa,23,DMC,11,7,597,0,2,0,6.76,2012-13,ENG Premier League
7,Bradley Guzan,Aston Villa,29,GK,36,36,3240,0,0,0,6.76,2012-13,ENG Premier League
8,Gabriel Agbonlahor,Aston Villa,27,"AM(CLR),FW",28,24,2191,9,3,1,6.76,2012-13,ENG Premier League
9,Carl Jenkinson,Arsenal,21,D(R),14,14,1188,0,0,0,6.76,2012-13,ENG Premier League
0,Gary O'Neil,West Ham,30,M(CR),24,17,1442,1,3,0,6.76,2012-13,ENG Premier League
1,Steven Nzonzi,Stoke,25,M(C),35,35,3109,1,0,0,6.76,2012-13,ENG Premier League
2,John Obi Mikel,Chelsea,26,M(C),22,19,1628,0,0,0,6.75,2012-13,ENG Premier League
3,Lukasz Fabianski,Arsenal,28,GK,4,4,360,0,0,0,6.75,2012-13,ENG Premier League
4,Adam Johnson,Sunderland,26,M(CLR),35,35,2942,5,6,0,6.75,2012-13,ENG Premier League
5,Shane Long,West Brom,26,"AM(R),FW",34,25,2168,8,4,1,6.75,2012-13,ENG Premier League
6,Guy Demel,West Ham,32,D(R),31,28,2479,0,2,0,6.75,2012-13,ENG Premier League
7,Samba Diakité,QPR,24,M(C),14,11,938,0,1,0,6.75,2012-13,ENG Premier League
8,Ryan Bennett,Norwich,23,D(C),15,10,1065,1,0,0,6.75,2012-13,ENG Premier League
9,Barry Bannan,Aston Villa,24,M(CLR),24,18,1628,0,1,1,6.74,2012-13,ENG Premier League
0,Alfred N'Diaye,Sunderland,23,"D(C),M(C)",16,15,1298,0,0,0,6.74,2012-13,ENG Premier League
1,Ryan Giggs,Man Utd,40,M(CL),22,12,1162,2,3,0,6.74,2012-13,ENG Premier League
