,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
0,Tjark Ernst,2022-23,21,GK,Hertha Berlin,1,1,90,0,0,0,7.70,GER Bundesliga
1,Jude Bellingham,2022-23,21,M(CLR),Borussia Dortmund,31,30,2693,8,4,6,7.58,GER Bundesliga
2,Joshua Kimmich,2022-23,29,"D(CR),DMC,M(R)",Bayern,33,32,2815,5,6,4,7.47,GER Bundesliga
3,Niclas Füllkrug,2022-23,31,FW,Werder Bremen,28,28,2479,16,5,5,7.38,GER Bundesliga
4,Christopher Nkunku,2022-23,26,"M(CLR),FW",RBL,25,20,1899,16,4,8,7.35,GER Bundesliga
5,Jamal Musiala,2022-23,21,M(CL),Bayern,33,26,2212,12,10,4,7.34,GER Bundesliga
6,Dominik Szoboszlai,2022-23,23,AM(CLR),RBL,31,28,2453,6,8,4,7.32,GER Bundesliga
7,Randal Kolo Muani,2022-23,25,"AM(R),FW",Eintracht Frankfurt,32,31,2648,15,11,10,7.29,GER Bundesliga
8,Julian Brandt,2022-23,28,"M(CLR),FW",Borussia Dortmund,32,29,2412,9,8,3,7.28,GER Bundesliga
9,Raphaël Guerreiro,2022-23,30,"D(L),M(CL)",Borussia Dortmund,27,26,2296,4,12,3,7.27,GER Bundesliga
0,Vincenzo Grifo,2022-23,31,AM(CL),Freiburg,33,30,2427,15,5,5,7.26,GER Bundesliga
1,Jonas Hofmann,2022-23,32,"D(R),M(CLR)",Borussia M.Gladbach,31,30,2693,12,9,7,7.25,GER Bundesliga
2,Sébastien Haller,2022-23,30,FW,Borussia Dortmund,19,15,1232,9,3,1,7.21,GER Bundesliga
3,Donyell Malen,2022-23,25,"AM(LR),FW",Borussia Dortmund,26,22,1724,9,5,3,7.20,GER Bundesliga
4,Julien Duranville,2022-23,18,FW,Borussia Dortmund,1,0,28,0,0,0,7.20,GER Bundesliga
5,Kingsley Coman,2022-23,28,"M(LR),FW",Bayern,24,16,1421,8,5,4,7.20,GER Bundesliga
6,João Cancelo,2022-23,30,"D(LR),M(R)",Bayern,15,11,1015,1,4,0,7.20,GER Bundesliga
7,Eric Choupo-Moting,2022-23,35,"M(CLR),FW",Bayern,19,14,1117,10,2,3,7.19,GER Bundesliga
8,Benjamin Pavard,2022-23,28,"D(CLR),M(R)",Bayern,30,27,2432,4,1,2,7.17,GER Bundesliga
9,Alphonso Davies,2022-23,23,"D(L),M(LR)",Bayern,26,24,2049,1,4,2,7.14,GER Bundesliga
0,Florian Wirtz,2022-23,21,"AM(CL),FW",Leverkusen,17,11,1092,1,6,3,7.14,GER Bundesliga
1,Yann Sommer,2022-23,35,GK,Borussia M.Gladbach,10,10,900,0,0,2,7.13,GER Bundesliga
2,Thomas Müller,2022-23,34,"M(CLR),FW",Bayern,27,21,1672,7,8,1,7.12,GER Bundesliga
3,Jeff Chabot,2022-23,26,D(C),FC Koln,21,21,1806,0,2,2,7.12,GER Bundesliga
4,Jeremie Frimpong,2022-23,23,"D(R),M(R)",Leverkusen,34,32,2723,8,7,4,7.12,GER Bundesliga
5,Michael Gregoritsch,2022-23,30,"AM(CR),FW",Freiburg,30,27,2173,10,4,5,7.11,GER Bundesliga
6,Serge Gnabry,2022-23,29,"AM(CLR),FW",Bayern,34,22,1943,14,5,4,7.10,GER Bundesliga
7,Marcus Thuram,2022-23,27,"AM(L),FW",Borussia M.Gladbach,30,28,2519,13,6,4,7.09,GER Bundesliga
8,Leroy Sané,2022-23,28,"M(CLR),FW",Bayern,32,20,2012,8,7,1,7.09,GER Bundesliga
9,Nico Schlotterbeck,2022-23,24,D(C),Borussia Dortmund,28,27,2255,4,5,0,7.09,GER Bundesliga
0,Frederik Winther,2022-23,23,D(CLR),Augsburg,1,1,90,0,1,0,7.08,GER Bundesliga
1,Florian Kainz,2022-23,31,AM(CLR),FC Koln,32,31,2372,6,10,3,7.06,GER Bundesliga
2,Moussa Diaby,2022-23,25,"M(CLR),FW",Leverkusen,33,33,2716,9,8,3,7.06,GER Bundesliga
3,Willi Orbán,2022-23,31,D(C),RBL,33,33,2951,4,0,0,7.04,GER Bundesliga
4,Ellyes Skhiri,2022-23,29,DMC,FC Koln,32,32,2857,7,1,2,7.04,GER Bundesliga
5,Maximilian Arnold,2022-23,30,M(CR),Wolfsburg,32,32,2775,5,3,2,7.02,GER Bundesliga
6,Frederik Rønnow,2022-23,32,GK,Union Berlin,29,29,2610,0,0,3,7.01,GER Bundesliga
7,Borna Sosa,2022-23,26,"D(L),M(L)",Stuttgart,25,22,1961,2,7,2,7.01,GER Bundesliga
8,Philipp Hofmann,2022-23,31,FW,Bochum,34,31,2643,8,2,3,7.00,GER Bundesliga
9,Konstantinos Mavropanos,2022-23,26,D(CR),Stuttgart,28,26,2288,2,1,2,7.00,GER Bundesliga
0,Paulo Otávio,2022-23,29,"D(L),M(L)",Wolfsburg,25,25,2051,0,5,1,7.00,GER Bundesliga
1,Marvin Ducksch,2022-23,30,"AM(C),FW",Werder Bremen,34,34,2867,12,6,2,7.00,GER Bundesliga
2,Patrick Wimmer,2022-23,23,"AM(LR),FW",Wolfsburg,26,23,1665,4,8,0,6.99,GER Bundesliga
3,Jonas Hector,2022-23,34,"D(L),M(CL)",FC Koln,32,32,2826,0,2,1,6.99,GER Bundesliga
4,Danilho Doekhi,2022-23,26,D(C),Union Berlin,25,25,2218,5,1,4,6.99,GER Bundesliga
5,Mats Hummels,2022-23,35,D(C),Borussia Dortmund,30,24,2022,1,0,0,6.98,GER Bundesliga
6,Wataru Endo,2022-23,31,DMC,Stuttgart,33,33,2925,5,4,1,6.97,GER Bundesliga
7,Ørjan Nyland,2022-23,33,GK,RBL,2,2,180,0,1,0,6.97,GER Bundesliga
8,Ludovic Ajorque,2022-23,30,FW,Mainz,17,15,1220,6,1,2,6.97,GER Bundesliga
9,Ramy Bensebaïni,2022-23,29,"D(CL),DMC,M(L)",Borussia M.Gladbach,28,28,2487,6,1,1,6.96,GER Bundesliga
0,Matthias Ginter,2022-23,30,"D(CR),DMC",Freiburg,34,34,3060,4,1,1,6.95,GER Bundesliga
1,Ralf Fährmann,2022-23,35,GK,Schalke,12,12,1026,0,0,0,6.94,GER Bundesliga
2,Diant Ramaj,2022-23,22,GK,Eintracht Frankfurt,1,1,90,0,0,0,6.94,GER Bundesliga
3,Mitchell Weiser,2022-23,30,"D(R),M(R)",Werder Bremen,30,29,2520,2,9,2,6.93,GER Bundesliga
4,Matthijs de Ligt,2022-23,25,D(C),Bayern,31,27,2405,3,1,0,6.93,GER Bundesliga
5,Dani Olmo,2022-23,26,"AM(CLR),FW",RBL,23,15,1285,2,5,2,6.92,GER Bundesliga
6,Christoph Baumgartner,2022-23,25,"AM(CLR),FW",Hoffenheim,33,33,2582,7,3,1,6.91,GER Bundesliga
7,Sheraldo Becker,2022-23,29,"AM(CLR),FW",Union Berlin,34,33,2582,11,7,3,6.91,GER Bundesliga
8,Michael Zetterer,2022-23,29,GK,Werder Bremen,2,1,151,0,0,0,6.91,GER Bundesliga
9,Rodrigo Zalazar,2022-23,25,M(CR),Schalke,22,15,1326,1,6,3,6.90,GER Bundesliga
0,Ritsu Doan,2022-23,26,"AM(CLR),FW",Freiburg,33,30,2445,5,4,0,6.90,GER Bundesliga
1,Finn Dahmen,2022-23,26,GK,Mainz,8,8,720,0,0,2,6.90,GER Bundesliga
2,Timo Hübers,2022-23,28,D(C),FC Koln,29,28,2558,3,0,1,6.89,GER Bundesliga
3,Leon Goretzka,2022-23,29,M(CR),Bayern,27,22,1738,3,2,1,6.89,GER Bundesliga
4,Julian Ryerson,2022-23,26,"D(LR),M(CLR)",Union Berlin,13,12,1042,0,0,0,6.88,GER Bundesliga
5,Emre Can,2022-23,30,"D(CLR),DMC",Borussia Dortmund,27,20,1896,2,1,1,6.88,GER Bundesliga
6,Lucas Tousart,2022-23,27,DMC,Hertha Berlin,33,33,2948,5,2,3,6.87,GER Bundesliga
7,Andreas Hanche-Olsen,2022-23,27,D(CR),Mainz,17,17,1497,1,2,0,6.87,GER Bundesliga
8,Robin Knoche,2022-23,32,D(C),Union Berlin,32,32,2874,2,3,1,6.87,GER Bundesliga
9,Sasa Kalajdzic,2022-23,27,FW,Stuttgart,3,3,235,0,3,0,6.87,GER Bundesliga
0,Robert Andrich,2022-23,29,M(C),Leverkusen,29,28,2409,2,2,0,6.87,GER Bundesliga
1,Marc Oliver Kempf,2022-23,29,D(C),Hertha Berlin,31,31,2713,1,0,1,6.87,GER Bundesliga
2,Noussair Mazraoui,2022-23,26,D(LR),Bayern,19,11,1072,1,4,0,6.86,GER Bundesliga
3,Konrad Laimer,2022-23,27,"D(R),M(CR)",RBL,21,17,1474,3,0,1,6.86,GER Bundesliga
4,Felix Nmecha,2022-23,23,AM(C),Wolfsburg,30,19,1841,3,5,1,6.86,GER Bundesliga
5,Karim Adeyemi,2022-23,22,"AM(LR),FW",Borussia Dortmund,24,20,1399,6,5,1,6.86,GER Bundesliga
6,Sadio Mané,2022-23,32,"AM(CLR),FW",Bayern,25,18,1432,7,5,0,6.86,GER Bundesliga
7,Anton Stach,2022-23,25,M(C),Mainz,30,22,2078,1,4,1,6.85,GER Bundesliga
8,Dodi Lukebakio,2022-23,26,"AM(CLR),FW",Hertha Berlin,32,27,2407,11,3,3,6.85,GER Bundesliga
9,Lucas Höler,2022-23,30,"AM(CLR),FW",Freiburg,26,16,1508,5,2,2,6.84,GER Bundesliga
0,Kevin Stöger,2022-23,31,M(CL),Bochum,32,29,2610,5,3,2,6.84,GER Bundesliga
1,Kevin Behrens,2022-23,33,FW,Union Berlin,33,17,1536,8,1,4,6.83,GER Bundesliga
2,Jan Olschowsky,2022-23,22,GK,Borussia M.Gladbach,4,4,360,0,0,0,6.83,GER Bundesliga
3,Georginio Rutter,2022-23,22,FW,Hoffenheim,15,11,1010,2,2,1,6.83,GER Bundesliga
4,Ihlas Bebou,2022-23,30,"M(CLR),FW",Hoffenheim,19,17,1423,7,0,3,6.83,GER Bundesliga
5,Manuel Neuer,2022-23,38,GK,Bayern,12,12,1080,0,0,0,6.82,GER Bundesliga
6,Karim Onisiwo,2022-23,32,"AM(CLR),FW",Mainz,31,28,2549,10,2,2,6.82,GER Bundesliga
7,Soichiro Kozuki,2022-23,23,AM(R),Schalke,5,5,383,1,0,0,6.82,GER Bundesliga
8,Timo Werner,2022-23,28,"AM(CLR),FW",RBL,27,23,1948,9,3,4,6.82,GER Bundesliga
9,Exequiel Palacios,2022-23,25,M(C),Leverkusen,25,19,1656,4,2,3,6.82,GER Bundesliga
0,Marius Wolf,2022-23,29,"D(R),M(CLR)",Borussia Dortmund,25,17,1570,1,1,3,6.81,GER Bundesliga
1,Aurélio Buta,2022-23,27,"D(R),M(R)",Eintracht Frankfurt,18,15,1325,3,2,0,6.81,GER Bundesliga
2,Manu Koné,2022-23,23,DMC,Borussia M.Gladbach,30,30,2620,1,1,0,6.81,GER Bundesliga
3,Philipp Lienhart,2022-23,28,D(C),Freiburg,29,27,2498,1,0,1,6.81,GER Bundesliga
4,Lukas Kübler,2022-23,32,"D(CR),M(R)",Freiburg,22,19,1648,2,1,0,6.81,GER Bundesliga
5,Lars Stindl,2022-23,36,"M(CLR),FW",Borussia M.Gladbach,29,20,1745,8,7,0,6.81,GER Bundesliga
6,Daichi Kamada,2022-23,28,"AM(CLR),FW",Eintracht Frankfurt,32,25,2271,9,6,2,6.80,GER Bundesliga
7,Rafal Gikiewicz,2022-23,36,GK,Augsburg,23,23,2070,0,0,3,6.80,GER Bundesliga
8,Tomás Koubek,2022-23,32,GK,Augsburg,11,11,990,0,0,1,6.80,GER Bundesliga
9,Mark Flekken,2022-23,31,GK,Freiburg,34,34,3060,0,0,2,6.80,GER Bundesliga
0,Niklas Süle,2022-23,29,D(CR),Borussia Dortmund,29,23,2116,2,3,0,6.80,GER Bundesliga
1,Julian Ryerson,2022-23,26,"D(LR),M(CLR)",Borussia Dortmund,17,17,1417,1,0,0,6.80,GER Bundesliga
2,Nicolas Höfler,2022-23,34,"D(C),DMC",Freiburg,32,32,2822,0,1,1,6.79,GER Bundesliga
3,Gregor Kobel,2022-23,26,GK,Borussia Dortmund,27,27,2430,0,0,1,6.79,GER Bundesliga
4,Florian Niederlechner,2022-23,33,"AM(CR),FW",Augsburg,14,10,912,4,1,0,6.79,GER Bundesliga
5,Josip Juranovic,2022-23,29,"D(LR),M(R)",Union Berlin,12,10,932,2,1,1,6.79,GER Bundesliga
6,Lee Jae-Sung,2022-23,32,"AM(CLR),FW",Mainz,34,24,1904,7,4,3,6.78,GER Bundesliga
7,Koen Casteels,2022-23,32,GK,Wolfsburg,34,34,3060,0,0,2,6.78,GER Bundesliga
8,Christopher Trimmel,2022-23,37,"D(CR),M(R)",Union Berlin,25,20,1811,0,6,0,6.77,GER Bundesliga
9,Serhou Guirassy,2022-23,28,"AM(L),FW",Stuttgart,22,20,1653,11,0,1,6.76,GER Bundesliga
0,Benjamin Henrichs,2022-23,27,"D(LR),DMC,M(LR)",RBL,30,23,2188,2,2,0,6.76,GER Bundesliga
1,Ermedin Demirovic,2022-23,26,"AM(CL),FW",Augsburg,30,30,2383,8,4,2,6.76,GER Bundesliga
2,Stefan Bell,2022-23,33,D(CR),Mainz,30,26,2395,0,0,1,6.76,GER Bundesliga
3,Abdou Diallo,2022-23,28,D(CL),RBL,8,5,476,1,0,0,6.76,GER Bundesliga
4,Ko Itakura,2022-23,27,"D(C),DMC",Borussia M.Gladbach,24,22,1982,0,2,0,6.76,GER Bundesliga
5,Leandro Barreiro,2022-23,24,DMC,Mainz,31,25,2144,4,3,2,6.75,GER Bundesliga
6,Gabriel Vidovic,2022-23,20,AM(L),Bayern,1,0,18,0,1,0,6.74,GER Bundesliga
7,Hrvoje Smolcic,2022-23,24,D(C),Eintracht Frankfurt,9,4,467,0,0,1,6.73,GER Bundesliga
8,Ridle Baku,2022-23,26,"D(R),M(CR)",Wolfsburg,33,29,2582,5,3,1,6.73,GER Bundesliga
9,Moritz Jenz,2022-23,25,D(C),Schalke,11,11,946,0,0,0,6.73,GER Bundesliga
0,Angeliño,2022-23,27,"D(L),M(L)",Hoffenheim,33,30,2622,0,9,1,6.73,GER Bundesliga
1,Marcin Kaminski,2022-23,32,D(C),Schalke,8,7,631,2,0,0,6.73,GER Bundesliga
2,Marius Bülter,2022-23,31,"D(R),M(CLR),FW",Schalke,33,30,2605,11,1,2,6.72,GER Bundesliga
3,Tuta,2022-23,25,D(C),Eintracht Frankfurt,31,30,2717,2,1,1,6.72,GER Bundesliga
4,Ivan Ordets,2022-23,32,D(C),Bochum,30,28,2450,0,0,0,6.72,GER Bundesliga
5,Junior Dina Ebimbe,2022-23,23,M(CR),Eintracht Frankfurt,19,10,1061,3,1,1,6.71,GER Bundesliga
6,Dayot Upamecano,2022-23,25,D(C),Bayern,29,27,2348,0,1,0,6.71,GER Bundesliga
7,Luca Pellegrini,2022-23,25,"D(L),M(L)",Eintracht Frankfurt,9,7,559,0,0,0,6.71,GER Bundesliga
8,John Anthony Brooks,2022-23,31,D(C),Hoffenheim,15,15,1350,0,0,0,6.71,GER Bundesliga
9,Jakub Kaminski,2022-23,22,M(LR),Wolfsburg,31,25,2074,4,2,1,6.70,GER Bundesliga
0,Marco Richter,2022-23,26,"M(CLR),FW",Hertha Berlin,29,21,1844,6,5,2,6.70,GER Bundesliga
1,Kevin Akpoguma,2022-23,29,"D(CR),M(R)",Hoffenheim,28,21,1952,0,0,0,6.70,GER Bundesliga
2,Oliver Baumann,2022-23,34,GK,Hoffenheim,34,34,3060,0,0,2,6.70,GER Bundesliga
3,Jonas Omlin,2022-23,30,GK,Borussia M.Gladbach,15,15,1291,0,0,1,6.70,GER Bundesliga
4,Anthony Losilla,2022-23,38,"D(C),DMC",Bochum,31,31,2725,2,2,1,6.70,GER Bundesliga
5,Xaver Schlager,2022-23,26,M(C),RBL,22,16,1505,1,1,1,6.69,GER Bundesliga
6,Kerem Demirbay,2022-23,31,M(C),Leverkusen,25,17,1548,4,3,2,6.69,GER Bundesliga
7,Hiroki Ito,2022-23,25,D(CL),Stuttgart,30,29,2563,1,1,0,6.69,GER Bundesliga
8,Anthony Caci,2022-23,27,"D(CLR),M(LR)",Mainz,31,23,2036,2,1,0,6.69,GER Bundesliga
9,Amine Adli,2022-23,24,"AM(CLR),FW",Leverkusen,26,16,1443,5,3,1,6.69,GER Bundesliga
0,Mërgim Berisha,2022-23,26,"AM(C),FW",Augsburg,23,20,1688,9,4,4,6.69,GER Bundesliga
1,Marco Reus,2022-23,35,"M(CLR),FW",Borussia Dortmund,25,14,1352,6,4,1,6.69,GER Bundesliga
2,Nico Elvedi,2022-23,27,D(CLR),Borussia M.Gladbach,32,32,2828,3,0,1,6.69,GER Bundesliga
3,Eric Martel,2022-23,22,DMC,FC Koln,29,23,2024,1,1,0,6.68,GER Bundesliga
4,Davie Selke,2022-23,29,FW,FC Koln,17,12,877,5,0,2,6.68,GER Bundesliga
5,Ozan Kabak,2022-23,24,D(C),Hoffenheim,30,28,2395,2,2,1,6.68,GER Bundesliga
6,Maximilian Eggestein,2022-23,27,M(CR),Freiburg,31,27,2459,1,2,0,6.68,GER Bundesliga
7,Philipp Max,2022-23,30,"D(L),M(L)",Eintracht Frankfurt,10,8,698,0,1,0,6.68,GER Bundesliga
8,Jonas Wind,2022-23,25,"AM(C),FW",Wolfsburg,24,15,1294,6,0,2,6.68,GER Bundesliga
9,Jamie Bynoe-Gittens,2022-23,20,AM(L),Borussia Dortmund,15,4,527,3,1,0,6.67,GER Bundesliga
0,Evan Ndicka,2022-23,25,D(CL),Eintracht Frankfurt,30,30,2693,1,0,1,6.67,GER Bundesliga
1,Josko Gvardiol,2022-23,22,D(CL),RBL,30,24,2171,1,0,1,6.67,GER Bundesliga
2,Marco Friedl,2022-23,26,"D(CL),M(L)",Werder Bremen,30,30,2597,0,0,0,6.67,GER Bundesliga
3,André Hahn,2022-23,34,"AM(CLR),FW",Augsburg,7,4,389,2,0,0,6.67,GER Bundesliga
4,Jesper Lindstrøm,2022-23,24,"AM(CLR),FW",Eintracht Frankfurt,27,22,1696,7,2,2,6.66,GER Bundesliga
5,Patrik Schick,2022-23,28,"AM(R),FW",Leverkusen,14,10,941,3,1,0,6.66,GER Bundesliga
6,Aarón Martín,2022-23,27,"D(L),M(L)",Mainz,28,20,1848,5,3,1,6.66,GER Bundesliga
7,Piero Hincapié,2022-23,22,"D(CL),M(L)",Leverkusen,30,27,2466,1,1,0,6.66,GER Bundesliga
8,Tom Krauß,2022-23,23,DMC,Schalke,32,31,2531,2,0,0,6.66,GER Bundesliga
9,Micky van de Ven,2022-23,23,D(CL),Wolfsburg,33,33,2970,1,1,1,6.66,GER Bundesliga
0,Suat Serdar,2022-23,27,M(CLR),Hertha Berlin,32,24,2034,4,2,1,6.66,GER Bundesliga
1,Maxence Lacroix,2022-23,24,D(C),Wolfsburg,24,18,1628,1,0,1,6.66,GER Bundesliga
2,Christopher Lenz,2022-23,29,"D(L),M(L)",Eintracht Frankfurt,24,13,1286,0,2,0,6.66,GER Bundesliga
3,Rani Khedira,2022-23,30,"D(C),DMC",Union Berlin,33,33,2887,2,0,1,6.66,GER Bundesliga
4,Mario Götze,2022-23,32,"M(CLR),FW",Eintracht Frankfurt,32,32,2749,3,1,0,6.65,GER Bundesliga
5,Robin Zentner,2022-23,29,GK,Mainz,26,26,2340,0,0,0,6.65,GER Bundesliga
6,Marcel Sabitzer,2022-23,30,"M(CLR),FW",Bayern,15,7,627,1,1,0,6.65,GER Bundesliga
7,Chris Führich,2022-23,26,"M(CLR),FW",Stuttgart,33,21,1892,5,2,1,6.65,GER Bundesliga
8,Christian Günter,2022-23,31,"D(L),M(L)",Freiburg,33,31,2749,1,4,1,6.65,GER Bundesliga
9,Andrej Kramaric,2022-23,33,"AM(CLR),FW",Hoffenheim,32,26,2394,12,3,2,6.65,GER Bundesliga
0,Mohamed Simakan,2022-23,24,D(CR),RBL,24,18,1461,1,1,1,6.65,GER Bundesliga
1,Maximilian Mittelstädt,2022-23,27,"D(L),M(CL)",Hertha Berlin,17,7,845,0,0,0,6.65,GER Bundesliga
2,Roland Sallai,2022-23,27,"M(CLR),FW",Freiburg,19,10,1003,1,3,1,6.64,GER Bundesliga
3,Malick Thiaw,2022-23,23,D(C),Schalke,3,3,270,0,0,0,6.64,GER Bundesliga
4,Clinton Mola,2022-23,23,D(L),Stuttgart,1,0,14,0,0,0,6.64,GER Bundesliga
5,Edmond Tapsoba,2022-23,25,D(C),Leverkusen,33,32,2872,1,0,1,6.64,GER Bundesliga
6,Leonardo Bittencourt,2022-23,30,"M(CLR),FW",Werder Bremen,25,22,1644,3,2,0,6.64,GER Bundesliga
7,Lucas Hernández,2022-23,28,D(CL),Bayern,7,6,479,0,0,0,6.63,GER Bundesliga
8,Janik Haberer,2022-23,30,"M(CLR),FW",Union Berlin,32,30,2213,5,1,1,6.63,GER Bundesliga
9,David Raum,2022-23,26,"D(L),M(LR)",RBL,28,19,1688,0,2,0,6.63,GER Bundesliga
0,Maya Yoshida,2022-23,36,D(CR),Schalke,29,28,2554,0,0,0,6.63,GER Bundesliga
1,Mattias Svanberg,2022-23,25,M(CLR),Wolfsburg,32,21,1836,4,6,1,6.63,GER Bundesliga
2,André Silva,2022-23,28,FW,RBL,31,20,1741,4,3,0,6.63,GER Bundesliga
3,Manuel Riemann,2022-23,35,GK,Bochum,34,34,3060,0,0,3,6.63,GER Bundesliga
4,Janis Blaswich,2022-23,33,GK,RBL,26,26,2340,0,0,1,6.63,GER Bundesliga
5,Niklas Schmidt,2022-23,26,AM(C),Werder Bremen,24,11,1084,3,0,1,6.62,GER Bundesliga
6,Dominik Kohr,2022-23,30,DMC,Mainz,30,27,2296,3,0,0,6.62,GER Bundesliga
7,Jeffrey Gouweleeuw,2022-23,33,D(C),Augsburg,32,32,2797,0,1,0,6.62,GER Bundesliga
8,Yannick Gerhardt,2022-23,30,"D(L),M(CL)",Wolfsburg,29,22,1869,6,4,2,6.62,GER Bundesliga
9,Silas Katompa Mvumpa,2022-23,25,"M(CLR),FW",Stuttgart,30,23,2004,5,2,2,6.62,GER Bundesliga
0,Jirí Pavlenka,2022-23,32,GK,Werder Bremen,33,33,2909,0,0,2,6.62,GER Bundesliga
1,Dennis Geiger,2022-23,26,M(C),Hoffenheim,27,27,1973,1,3,1,6.61,GER Bundesliga
2,Djibril Sow,2022-23,27,M(C),Eintracht Frankfurt,32,30,2648,4,0,0,6.61,GER Bundesliga
3,Aïssa Laïdouni,2022-23,27,DMC,Union Berlin,14,11,879,2,0,1,6.61,GER Bundesliga
4,Gil Dias,2022-23,27,"D(L),M(LR)",Stuttgart,7,6,403,1,0,0,6.60,GER Bundesliga
5,Edimilson Fernandes,2022-23,28,"D(C),M(CR)",Mainz,32,28,2445,0,3,0,6.60,GER Bundesliga
6,Atakan Karazor,2022-23,27,"D(C),DMC",Stuttgart,29,22,1961,0,1,1,6.60,GER Bundesliga
7,Youssoufa Moukoko,2022-23,19,FW,Borussia Dortmund,26,11,1135,7,3,1,6.60,GER Bundesliga
8,Christopher Antwi-Adjei,2022-23,30,AM(CLR),Bochum,29,22,1990,3,6,1,6.60,GER Bundesliga
9,Sebastiaan Bornauw,2022-23,25,D(C),Wolfsburg,26,23,1930,1,0,0,6.60,GER Bundesliga
0,Stevan Jovetic,2022-23,34,"AM(CL),FW",Hertha Berlin,17,8,887,4,2,0,6.60,GER Bundesliga
1,Philipp Förster,2022-23,29,"M(CLR),FW",Bochum,25,15,1313,3,7,1,6.60,GER Bundesliga
2,Alassane Pléa,2022-23,31,"AM(CLR),FW",Borussia M.Gladbach,29,20,1780,2,9,2,6.59,GER Bundesliga
3,Steffen Tigges,2022-23,26,FW,FC Koln,30,17,1598,6,1,2,6.59,GER Bundesliga
4,Sven Ulreich,2022-23,36,GK,Bayern,4,4,271,0,0,0,6.59,GER Bundesliga
