,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
2,Kwon Chang-Hoon,2023-24,29,AM(CR),South Korea,1,1,57,0,0,0,6.04,FIFA World Cup
3,Ilias Chair,2023-24,25,"AM(CLR),FW",Morocco,1,0,45,0,0,0,6.04,FIFA World Cup
4,Takumi Minamino,2023-24,28,"AM(CLR),FW",Japan,3,0,58,0,0,0,6.04,FIFA World Cup
5,Francisco Calvo,2023-24,31,D(CL),Costa Rica,2,2,180,0,0,0,6.04,FIFA World Cup
6,Steven Vitória,2023-24,36,D(C),Canada,3,3,270,0,0,0,6.03,FIFA World Cup
7,André Silva,2023-24,27,FW,Portugal,1,0,25,0,0,0,6.03,FIFA World Cup
8,Carlos Gruezo,2023-24,28,DMC,Ecuador,1,1,46,0,0,0,6.03,FIFA World Cup
9,Georges-Kévin Nkoudou,2023-24,28,AM(LR),Cameroon,2,0,25,0,0,0,6.03,FIFA World Cup
0,Jonathan Osorio,2023-24,31,M(CLR),Canada,3,1,119,0,0,0,6.03,FIFA World Cup
1,Michal Skóras,2023-24,23,M(R),Poland,1,0,45,0,0,0,6.03,FIFA World Cup
2,Abdulaziz Hatem,2023-24,32,M(C),Qatar,3,2,196,0,0,0,6.02,FIFA World Cup
3,Keanu Baccus,2023-24,25,M(C),Australia,4,1,113,0,0,0,6.02,FIFA World Cup
4,Edimilson Fernandes,2023-24,27,"D(C),M(CR)",Switzerland,3,1,143,0,0,0,6.02,FIFA World Cup
5,Gregor Kobel,2023-24,25,GK,Switzerland,1,1,90,0,0,0,6.02,FIFA World Cup
6,Jan Bednarek,2023-24,27,D(C),Poland,1,0,4,0,0,0,6.02,FIFA World Cup
7,Jordan Veretout,2023-24,30,M(C),France,1,1,63,0,0,0,6.02,FIFA World Cup
8,Srdjan Babic,2023-24,27,D(C),Serbia,1,0,12,0,0,0,6.02,FIFA World Cup
9,Keylor Navas,2023-24,36,GK,Costa Rica,3,3,270,0,0,0,6.02,FIFA World Cup
0,Awer Mabil,2023-24,27,"AM(LR),FW",Australia,2,0,22,0,0,0,6.02,FIFA World Cup
1,Boualem Khoukhi,2023-24,33,D(C),Qatar,3,3,270,0,0,0,6.01,FIFA World Cup
2,Hwang Ui-Jo,2023-24,31,"AM(CLR),FW",South Korea,4,1,104,0,0,0,6.01,FIFA World Cup
3,Nawaf Al Abid,2023-24,33,M(CLR),Saudi Arabia,2,0,85,0,0,0,6.01,FIFA World Cup
4,Weverton,2023-24,35,GK,Brazil,1,0,10,0,0,0,6.01,FIFA World Cup
5,Abdul Fatawu,2023-24,19,FW,Ghana,1,0,1,0,0,0,6.00,FIFA World Cup
6,Daniel Chacón,2023-24,22,M(CLR),Costa Rica,1,0,1,0,0,0,6.00,FIFA World Cup
7,Kevin Rodríguez,2023-24,23,FW,Ecuador,2,0,2,0,0,0,6.00,FIFA World Cup
8,Kristijan Jakic,2023-24,26,"D(CR),DMC",Croatia,1,0,1,0,0,0,6.00,FIFA World Cup
9,Matthias Ginter,2023-24,29,"D(CR),DMC",Germany,1,0,1,0,0,0,6.00,FIFA World Cup
0,Predrag Rajkovic,2023-24,27,GK,Serbia,1,1,1,0,0,0,6.00,FIFA World Cup
1,Roan Wilson,2023-24,21,M(CLR),Costa Rica,1,0,1,0,0,0,6.00,FIFA World Cup
2,Sorba Thomas,2023-24,24,M(CLR),Wales,1,0,1,0,0,0,6.00,FIFA World Cup
3,Youssoufa Moukoko,2023-24,18,FW,Germany,1,0,1,0,0,0,6.00,FIFA World Cup
4,Cho Yu-Min,2023-24,26,M(CLR),South Korea,1,0,1,0,0,0,6.00,FIFA World Cup
5,Jordan Morris,2023-24,28,"AM(LR),FW",USA,2,0,3,0,0,0,6.00,FIFA World Cup
6,Yahya Jabrane,2023-24,32,M(CLR),Morocco,2,0,13,0,0,0,6.00,FIFA World Cup
7,Ahmed Alaa,2023-24,30,FW,Qatar,1,0,5,0,0,0,5.99,FIFA World Cup
8,Andreas Skov Olsen,2023-24,23,M(CR),Denmark,2,2,134,0,0,0,5.99,FIFA World Cup
9,Damian Szymanski,2023-24,28,M(C),Poland,1,0,28,0,0,0,5.99,FIFA World Cup
0,Sasa Lukic,2023-24,27,M(C),Serbia,3,3,246,0,0,0,5.99,FIFA World Cup
1,Nemanja Radonjic,2023-24,27,"M(CLR),FW",Serbia,3,0,57,0,0,0,5.98,FIFA World Cup
2,Haitham Asiri,2023-24,22,FW,Saudi Arabia,1,0,1,0,0,0,5.98,FIFA World Cup
3,Milos Veljkovic,2023-24,27,"D(C),DMC",Serbia,3,3,223,0,0,0,5.97,FIFA World Cup
4,Aaron Ramsey,2023-24,32,M(CLR),Wales,3,3,267,0,0,0,5.97,FIFA World Cup
5,Rogelio Funes Mori,2023-24,32,FW,Mexico,1,0,4,0,0,0,5.97,FIFA World Cup
6,Saman Ghoddos,2023-24,30,"M(CLR),FW",Iran,1,0,45,0,0,0,5.97,FIFA World Cup
7,Haris Seferovic,2023-24,31,"AM(LR),FW",Switzerland,3,0,68,0,0,0,5.97,FIFA World Cup
8,Antoine Semenyo,2023-24,23,"AM(LR),FW",Ghana,2,0,19,0,0,0,5.97,FIFA World Cup
9,Taha Yassine Khenissi,2023-24,31,FW,Tunisia,2,0,27,0,0,0,5.97,FIFA World Cup
0,Badr Benoun,2023-24,29,defender,Morocco,3,0,53,0,0,0,5.96,FIFA World Cup
1,Óscar Duarte,2023-24,34,"D(C),DMC",Costa Rica,3,3,270,0,0,0,5.96,FIFA World Cup
2,Alireza Jahanbakhsh,2023-24,30,AM(CLR),Iran,2,1,59,0,0,0,5.95,FIFA World Cup
3,Jesús Ferreira,2023-24,22,"AM(C),FW",USA,1,1,46,0,0,0,5.95,FIFA World Cup
4,Liam Millar,2023-24,23,AM(L),Canada,1,0,9,0,0,0,5.95,FIFA World Cup
5,Lucas Cavallini,2023-24,30,FW,Canada,1,0,18,0,0,0,5.95,FIFA World Cup
6,Robert Skov,2023-24,27,"D(L),M(LR)",Denmark,1,0,21,0,0,0,5.95,FIFA World Cup
7,Noah Okafor,2023-24,23,FW,Switzerland,3,0,43,0,0,0,5.95,FIFA World Cup
8,Sultan Al Ghannam,2023-24,29,D(CLR),Saudi Arabia,3,1,125,0,0,0,5.95,FIFA World Cup
9,Eray Cömert,2023-24,25,D(C),Switzerland,2,0,46,0,0,0,5.95,FIFA World Cup
0,Christian Nørgaard,2023-24,29,"D(C),DMC",Denmark,1,0,5,0,0,0,5.94,FIFA World Cup
1,Manuel Neuer,2023-24,37,GK,Germany,3,3,270,0,0,0,5.94,FIFA World Cup
2,Michel Aebischer,2023-24,26,M(CR),Switzerland,1,0,14,0,0,0,5.94,FIFA World Cup
3,Rubin Colwill,2023-24,21,AM(CL),Wales,1,0,9,0,0,0,5.94,FIFA World Cup
4,Djorkaeff Reasco,2023-24,24,FW,Ecuador,1,0,26,0,0,0,5.93,FIFA World Cup
5,Bilal El Khannouss,2023-24,19,AM(C),Morocco,1,1,56,0,0,0,5.92,FIFA World Cup
6,Joe Allen,2023-24,33,M(C),Wales,2,1,94,0,0,0,5.92,FIFA World Cup
7,Takefusa Kubo,2023-24,22,"AM(CLR),FW",Japan,2,2,92,0,0,0,5.92,FIFA World Cup
8,Lucas Hernández,2023-24,27,D(CL),France,1,1,13,0,0,0,5.91,FIFA World Cup
9,Jonathan David,2023-24,23,"AM(C),FW",Canada,3,2,193,0,0,0,5.90,FIFA World Cup
0,Ardon Jashari,2023-24,21,Substitute,Switzerland,1,0,1,0,0,0,5.90,FIFA World Cup
1,Salman Al Faraj,2023-24,34,M(CLR),Saudi Arabia,1,1,49,0,0,0,5.90,FIFA World Cup
2,Jonas Hofmann,2023-24,31,"D(R),M(CLR)",Germany,2,0,28,0,0,0,5.90,FIFA World Cup
3,Germán Pezzella,2023-24,32,D(C),Argentina,3,0,59,0,0,0,5.89,FIFA World Cup
4,Álvaro Zamora,2023-24,21,M(CLR),Costa Rica,1,0,29,0,0,0,5.89,FIFA World Cup
5,Darko Lazovic,2023-24,32,M(CLR),Serbia,1,0,24,0,0,0,5.88,FIFA World Cup
6,Filip Mladenovic,2023-24,32,"D(L),M(L)",Serbia,1,1,66,0,0,0,5.88,FIFA World Cup
7,Milan Borjan,2023-24,35,GK,Canada,3,3,270,0,0,0,5.88,FIFA World Cup
8,Daniel James,2023-24,25,"AM(CLR),FW",Wales,3,2,155,0,0,0,5.87,FIFA World Cup
9,Abdul Baba,2023-24,29,"D(L),M(L)",Ghana,3,2,182,0,0,0,5.86,FIFA World Cup
0,Rónald Matarrita,2023-24,29,"D(L),M(L)",Costa Rica,2,0,24,0,0,0,5.85,FIFA World Cup
1,Sami Al Naji,2023-24,26,M(CLR),Saudi Arabia,1,1,46,0,0,0,5.85,FIFA World Cup
2,Charles De Ketelaere,2023-24,22,"M(CLR),FW",Belgium,1,0,16,0,0,0,5.84,FIFA World Cup
3,Brennan Johnson,2023-24,22,"AM(CLR),FW",Wales,3,0,89,0,0,0,5.83,FIFA World Cup
4,Renato Steffen,2023-24,31,M(CLR),Switzerland,1,0,31,0,0,0,5.83,FIFA World Cup
5,Almoez Ali,2023-24,27,FW,Qatar,3,3,226,0,0,0,5.82,FIFA World Cup
6,Woo-Yeong Jeong,2023-24,23,"AM(CR),FW",South Korea,1,1,46,0,0,0,5.81,FIFA World Cup
7,Roberto Alvarado,2023-24,25,M(CLR),Mexico,1,0,17,0,0,0,5.79,FIFA World Cup
8,Jason Cummings,2023-24,28,"AM(R),FW",Australia,1,0,34,0,0,0,5.78,FIFA World Cup
9,Carlos Martínez,2023-24,24,D(CLR),Costa Rica,1,1,46,0,0,0,5.77,FIFA World Cup
0,Jewison Bennette,2023-24,19,FW,Costa Rica,3,1,102,0,0,0,5.77,FIFA World Cup
1,Pablo Sarabia,2023-24,31,"D(L),M(CLR),FW",Spain,1,0,3,0,0,0,5.76,FIFA World Cup
2,Nicolas Jackson,2023-24,22,FW,Senegal,1,0,17,0,0,0,5.75,FIFA World Cup
3,Stefan Mitrovic,2023-24,33,D(C),Serbia,1,0,34,0,0,0,5.71,FIFA World Cup
4,Saad Al Sheeb,2023-24,33,GK,Qatar,1,1,90,0,0,0,5.70,FIFA World Cup
5,Meshaal Barsham,2023-24,25,GK,Qatar,2,2,180,0,0,0,5.69,FIFA World Cup
6,Sadegh Moharrami,2023-24,27,D(R),Iran,1,1,90,0,0,0,5.66,FIFA World Cup
7,Abdulelah Al Malki,2023-24,28,M(CLR),Saudi Arabia,2,2,175,0,0,0,5.65,FIFA World Cup
8,Danny Ward,2023-24,30,GK,Wales,2,1,93,0,0,0,5.56,FIFA World Cup
9,Walid Cheddira,2023-24,25,FW,Morocco,2,0,64,0,0,0,5.40,FIFA World Cup
0,Nathaniel Atkinson,2023-24,24,"D(R),M(R)",Australia,1,1,85,0,0,0,5.18,FIFA World Cup
