,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
0,Asmir Begovic,2022-23,37,GK,Everton,1,1,90,0,0,1,7.82,ENG Premier League
1,Kevin De Bruyne,2022-23,33,"M(CLR),FW",Man City,32,28,2425,7,16,9,7.58,ENG Premier League
2,Stefan Ortega,2022-23,31,GK,Man City,3,3,270,0,0,1,7.56,ENG Premier League
3,Erling Haaland,2022-23,24,FW,Man City,35,33,2779,36,8,6,7.54,ENG Premier League
4,Harry Kane,2022-23,31,"AM(C),FW",Tottenham,38,38,3408,30,3,8,7.51,ENG Premier League
5,Bruno Fernandes,2022-23,29,M(CLR),Man Utd,37,37,3320,8,8,6,7.44,ENG Premier League
6,Gabriel Jesus,2022-23,27,"AM(LR),FW",Arsenal,26,24,2075,11,6,4,7.42,ENG Premier League
7,Kieran Trippier,2022-23,33,"D(LR),M(R)",Newcastle,38,38,3348,1,7,8,7.41,ENG Premier League
8,Bukayo Saka,2022-23,23,"D(L),M(CLR)",Arsenal,38,37,3195,14,11,4,7.40,ENG Premier League
9,Solly March,2022-23,30,M(CLR),Brighton,33,31,2728,7,7,6,7.38,ENG Premier League
0,Jack Grealish,2022-23,28,"AM(CL),FW",Man City,28,23,2064,5,7,3,7.33,ENG Premier League
1,Martin Ødegaard,2022-23,25,AM(CR),Arsenal,37,37,3149,15,7,7,7.29,ENG Premier League
2,Rodri,2022-23,28,"D(C),DMC",Man City,36,34,2921,2,6,3,7.26,ENG Premier League
3,Gabriel Martinelli,2022-23,23,"AM(L),FW",Arsenal,36,34,2806,15,5,4,7.25,ENG Premier League
4,Ivan Toney,2022-23,28,FW,Brentford,33,33,2955,20,4,5,7.25,ENG Premier League
5,Joelinton,2022-23,28,"AM(CLR),FW",Newcastle,32,30,2664,6,1,3,7.24,ENG Premier League
6,James Maddison,2022-23,27,AM(CLR),Leicester,30,28,2486,10,9,3,7.24,ENG Premier League
7,Rodrigo Bentancur,2022-23,27,M(C),Tottenham,18,17,1506,5,2,1,7.22,ENG Premier League
8,Bruno Guimarães,2022-23,26,DMC,Newcastle,32,32,2735,4,5,1,7.21,ENG Premier League
9,Casemiro,2022-23,32,DMC,Man Utd,28,24,2126,4,3,5,7.17,ENG Premier League
0,Mohamed Salah,2022-23,32,"AM(CLR),FW",Liverpool,38,37,3297,19,12,3,7.16,ENG Premier League
1,Phil Foden,2022-23,24,"AM(CLR),FW",Man City,32,22,1844,11,5,3,7.13,ENG Premier League
2,Ilkay Gündogan,2022-23,33,M(C),Man City,31,27,2359,8,4,2,7.11,ENG Premier League
3,Trent Alexander-Arnold,2022-23,25,"D(R),DMC,M(R)",Liverpool,37,34,2932,2,9,2,7.11,ENG Premier League
4,Ethan Pinnock,2022-23,31,D(C),Brentford,30,30,2700,3,0,2,7.11,ENG Premier League
5,Aleksandar Mitrovic,2022-23,29,FW,Fulham,24,23,2015,14,1,4,7.08,ENG Premier League
6,Marcus Rashford,2022-23,26,"AM(CLR),FW",Man Utd,35,32,2890,17,5,6,7.08,ENG Premier League
7,Reece James,2022-23,24,"D(CR),DMC,M(R)",Chelsea,16,14,1244,1,1,0,7.07,ENG Premier League
8,Thomas Partey,2022-23,31,"D(R),M(CR)",Arsenal,33,28,2487,3,0,1,7.06,ENG Premier League
9,Felipe,2022-23,35,D(C),Nottingham Forest,16,15,1419,0,1,0,7.06,ENG Premier League
0,Cody Gakpo,2022-23,25,"AM(CL),FW",Liverpool,21,17,1465,7,2,0,7.06,ENG Premier League
1,Alexander Isak,2022-23,24,"AM(L),FW",Newcastle,22,17,1527,10,1,1,7.06,ENG Premier League
2,Alexis Mac Allister,2022-23,25,"M(CL),FW",Brighton,35,31,2886,10,2,4,7.05,ENG Premier League
3,Fabian Schär,2022-23,32,D(C),Newcastle,36,36,3209,1,3,2,7.05,ENG Premier League
4,João Cancelo,2022-23,30,"D(LR),M(R)",Man City,17,16,1279,2,1,1,7.04,ENG Premier League
5,Pierre-Emile Højbjerg,2022-23,29,M(C),Tottenham,35,35,3133,4,5,3,7.02,ENG Premier League
6,Eberechi Eze,2022-23,26,AM(CLR),Crystal Palace,38,30,2644,10,4,4,7.02,ENG Premier League
7,Riyad Mahrez,2022-23,33,"AM(CLR),FW",Man City,30,22,1924,5,10,2,7.01,ENG Premier League
8,Declan Rice,2022-23,25,"D(C),DMC",West Ham,37,36,3272,4,2,1,7.01,ENG Premier League
9,Bryan Mbeumo,2022-23,25,"AM(LR),FW",Brentford,38,36,2931,9,8,4,7.01,ENG Premier League
0,Yerry Mina,2022-23,29,D(C),Everton,7,7,596,2,0,1,7.01,ENG Premier League
1,Ben Mee,2022-23,34,D(CL),Brentford,37,37,3272,3,2,2,7.01,ENG Premier League
2,Kaoru Mitoma,2022-23,27,M(L),Brighton,33,24,2318,7,5,4,7.00,ENG Premier League
3,Dan Bentley,2022-23,31,GK,Wolves,2,2,180,0,0,0,7.00,ENG Premier League
4,Pascal Groß,2022-23,33,"D(R),M(CR),FW",Brighton,37,37,3246,9,8,2,7.00,ENG Premier League
5,Dwight McNeil,2022-23,24,M(CLR),Everton,36,28,2502,7,3,4,6.99,ENG Premier League
6,Michael Olise,2022-23,22,AM(CLR),Crystal Palace,37,31,2757,2,11,5,6.99,ENG Premier League
7,Willian,2022-23,36,AM(CLR),Fulham,27,25,2144,5,5,3,6.99,ENG Premier League
8,Leandro Trossard,2022-23,29,"M(CLR),FW",Brighton,16,16,1326,7,2,2,6.99,ENG Premier League
9,Kenny Tete,2022-23,28,"D(CR),M(R)",Fulham,31,29,2575,1,5,0,6.98,ENG Premier League
0,Thiago Silva,2022-23,39,D(C),Chelsea,27,26,2352,0,2,1,6.98,ENG Premier League
1,Granit Xhaka,2022-23,31,"D(L),M(C)",Arsenal,37,36,3004,7,7,1,6.98,ENG Premier League
2,Martin Dúbravka,2022-23,35,GK,Newcastle,2,1,156,0,0,0,6.98,ENG Premier League
3,James Tarkowski,2022-23,31,D(C),Everton,38,38,3420,1,1,2,6.97,ENG Premier League
4,Luis Díaz,2022-23,27,AM(L),Liverpool,17,11,997,4,2,2,6.97,ENG Premier League
5,David Raya,2022-23,28,GK,Brentford,38,38,3420,0,0,3,6.97,ENG Premier League
6,Lucas Paquetá,2022-23,27,"M(CLR),FW",West Ham,28,27,2171,4,3,4,6.97,ENG Premier League
7,Virgil van Dijk,2022-23,33,D(C),Liverpool,32,32,2836,3,1,2,6.97,ENG Premier League
8,Ollie Watkins,2022-23,28,"AM(LR),FW",Aston Villa,37,36,3136,15,6,3,6.96,ENG Premier League
9,Diogo Dalot,2022-23,25,"D(LR),M(R)",Man Utd,26,24,2155,1,2,2,6.96,ENG Premier League
0,Pedro Porro,2022-23,24,"D(R),M(R)",Tottenham,15,13,1138,3,3,1,6.96,ENG Premier League
1,James Ward-Prowse,2022-23,29,M(CR),Southampton,38,38,3373,9,4,2,6.95,ENG Premier League
2,Rúben Neves,2022-23,27,DMC,Wolves,35,33,3022,6,1,5,6.95,ENG Premier League
3,Marcus Tavernier,2022-23,25,M(CLR),Bournemouth,23,19,1749,5,4,3,6.95,ENG Premier League
4,Son Heung-Min,2022-23,32,"M(CLR),FW",Tottenham,36,33,2899,10,6,2,6.95,ENG Premier League
5,N'Golo Kanté,2022-23,33,M(C),Chelsea,7,6,520,0,1,1,6.95,ENG Premier League
6,Bernd Leno,2022-23,32,GK,Fulham,36,36,3240,0,0,3,6.94,ENG Premier League
7,Douglas Luiz,2022-23,26,M(C),Aston Villa,37,33,2933,6,6,3,6.93,ENG Premier League
8,João Palhinha,2022-23,29,DMC,Fulham,35,35,3113,3,0,2,6.93,ENG Premier League
9,Aaron Wan-Bissaka,2022-23,26,"D(R),M(R)",Man Utd,19,16,1436,0,0,0,6.93,ENG Premier League
0,Alisson Becker,2022-23,31,GK,Liverpool,37,37,3330,0,1,2,6.92,ENG Premier League
1,Callum Wilson,2022-23,32,FW,Newcastle,31,21,1887,18,5,4,6.92,ENG Premier League
2,Moisés Caicedo,2022-23,22,DMC,Brighton,37,34,3141,1,1,0,6.92,ENG Premier League
3,Miguel Almirón,2022-23,30,"AM(CLR),FW",Newcastle,34,29,2508,11,2,2,6.91,ENG Premier League
4,Benoît Badiashile,2022-23,23,D(C),Chelsea,11,10,904,1,0,0,6.91,ENG Premier League
5,Wesley Fofana,2022-23,23,D(C),Leicester,2,2,180,0,0,0,6.90,ENG Premier League
6,Christian Nørgaard,2022-23,30,"D(C),DMC",Brentford,22,21,1771,1,3,0,6.90,ENG Premier League
7,Luke Shaw,2022-23,29,"D(CL),M(L)",Man Utd,31,30,2558,1,2,1,6.90,ENG Premier League
8,Joe Willock,2022-23,25,M(C),Newcastle,35,31,2578,3,6,2,6.88,ENG Premier League
9,Lewis Hall,2022-23,19,D(L),Chelsea,9,8,658,0,0,0,6.87,ENG Premier League
0,Emiliano Martínez,2022-23,32,GK,Aston Villa,36,36,3141,0,0,3,6.87,ENG Premier League
1,Gabriel Magalhães,2022-23,26,D(C),Arsenal,38,38,3411,3,0,2,6.86,ENG Premier League
2,Oleksandr Zinchenko,2022-23,27,"D(L),M(CLR)",Arsenal,27,26,2135,1,2,1,6.86,ENG Premier League
3,Jacob Ramsey,2022-23,23,AM(CLR),Aston Villa,35,31,2647,6,7,1,6.86,ENG Premier League
4,Roberto Firmino,2022-23,32,"M(CLR),FW",Liverpool,25,13,1213,11,4,2,6.85,ENG Premier League
5,Sèrge Aurier,2022-23,31,"D(CLR),M(R)",Nottingham Forest,24,22,1949,1,0,1,6.85,ENG Premier League
6,Leandro Trossard,2022-23,29,"M(CLR),FW",Arsenal,20,10,930,1,10,2,6.84,ENG Premier League
7,Lisandro Martínez,2022-23,26,"D(CL),DMC",Man Utd,27,24,2117,1,0,0,6.84,ENG Premier League
8,Kalidou Koulibaly,2022-23,33,D(C),Chelsea,23,20,1801,2,1,0,6.83,ENG Premier League
9,Morgan Gibbs-White,2022-23,24,"AM(CLR),FW",Nottingham Forest,35,34,2978,5,8,5,6.83,ENG Premier League
0,Jadon Sancho,2022-23,24,AM(CLR),Man Utd,26,21,1699,6,3,0,6.82,ENG Premier League
1,Çaglar Söyüncü,2022-23,28,D(C),Leicester,7,6,529,1,0,1,6.82,ENG Premier League
2,Antony,2022-23,24,AM(R),Man Utd,25,23,1819,4,2,1,6.82,ENG Premier League
3,Michael Keane,2022-23,31,D(CR),Everton,12,10,983,1,2,1,6.82,ENG Premier League
4,Alex Iwobi,2022-23,28,M(CLR),Everton,38,38,3382,2,7,0,6.82,ENG Premier League
5,Joachim Andersen,2022-23,28,D(C),Crystal Palace,32,32,2784,1,0,0,6.82,ENG Premier League
6,Thiago Alcântara,2022-23,33,M(C),Liverpool,18,14,1256,0,0,1,6.82,ENG Premier League
7,Wilfried Zaha,2022-23,31,"AM(LR),FW",Crystal Palace,27,27,2295,7,2,2,6.82,ENG Premier League
8,Philip Billing,2022-23,28,"M(C),FW",Bournemouth,36,34,2787,7,1,3,6.82,ENG Premier League
9,John McGinn,2022-23,29,M(CLR),Aston Villa,34,30,2698,1,3,2,6.81,ENG Premier League
0,Mathias Jensen,2022-23,28,M(C),Brentford,37,37,2830,5,6,3,6.81,ENG Premier League
1,Jarrod Bowen,2022-23,27,"AM(CLR),FW",West Ham,38,36,3237,6,5,3,6.81,ENG Premier League
2,Kepa,2022-23,29,GK,Chelsea,29,29,2566,0,0,2,6.81,ENG Premier League
3,Bernardo Silva,2022-23,30,"M(CLR),FW",Man City,34,24,2203,4,5,0,6.80,ENG Premier League
4,Tomás Soucek,2022-23,29,DMC,West Ham,36,32,2820,2,3,1,6.80,ENG Premier League
5,Allan Saint-Maximin,2022-23,27,"AM(CLR),FW",Newcastle,25,12,1119,1,5,2,6.80,ENG Premier League
6,Noni Madueke,2022-23,22,"AM(R),FW",Chelsea,12,7,646,1,0,0,6.80,ENG Premier League
7,Jordan Ayew,2022-23,32,"AM(CLR),FW",Crystal Palace,38,31,2721,4,3,1,6.80,ENG Premier League
8,Enzo Fernández,2022-23,23,M(C),Chelsea,18,18,1551,0,2,0,6.80,ENG Premier League
9,John Stones,2022-23,30,"D(CR),DMC",Man City,23,21,1849,2,2,0,6.80,ENG Premier League
0,Youri Tielemans,2022-23,27,M(C),Leicester,31,27,2351,3,2,1,6.80,ENG Premier League
1,Cristian Romero,2022-23,26,D(C),Tottenham,27,26,2365,0,1,1,6.80,ENG Premier League
2,Rúben Dias,2022-23,27,D(C),Man City,26,22,1999,0,0,0,6.79,ENG Premier League
3,Hamed Traorè,2022-23,24,AM(CLR),Bournemouth,7,5,429,0,0,0,6.79,ENG Premier League
4,Darwin Núñez,2022-23,25,"AM(CL),FW",Liverpool,29,19,1701,9,3,2,6.79,ENG Premier League
5,Pervis Estupiñán,2022-23,26,D(L),Brighton,35,31,2683,1,5,2,6.79,ENG Premier League
6,Dominic Solanke,2022-23,26,FW,Bournemouth,33,32,2873,6,7,3,6.79,ENG Premier League
7,Ibrahima Konaté,2022-23,25,D(C),Liverpool,18,17,1551,0,0,0,6.79,ENG Premier League
8,Ben White,2022-23,26,"D(CR),DMC",Arsenal,38,36,3068,2,5,0,6.78,ENG Premier League
9,Andy Robertson,2022-23,30,"D(L),M(L)",Liverpool,34,29,2588,0,8,0,6.78,ENG Premier League
0,Mohammed Salisu,2022-23,25,D(CL),Southampton,22,21,1973,0,1,0,6.78,ENG Premier League
1,William Saliba,2022-23,23,D(C),Arsenal,27,27,2416,2,1,1,6.77,ENG Premier League
2,Emerson Royal,2022-23,25,"D(R),M(R)",Tottenham,26,20,1737,2,1,1,6.77,ENG Premier League
3,Julio Enciso,2022-23,20,AM(C),Brighton,20,7,802,4,2,1,6.77,ENG Premier League
4,Dan Burn,2022-23,32,"D(CL),M(L)",Newcastle,38,35,3117,1,0,1,6.77,ENG Premier League
5,Dejan Kulusevski,2022-23,24,"AM(CR),FW",Tottenham,30,23,2079,2,7,1,6.77,ENG Premier League
6,Neto,2022-23,35,GK,Bournemouth,27,27,2386,0,0,2,6.76,ENG Premier League
7,Vicente Guaita,2022-23,37,GK,Crystal Palace,27,27,2430,0,0,2,6.76,ENG Premier League
8,Danny Welbeck,2022-23,33,"AM(CLR),FW",Brighton,31,21,1859,6,3,2,6.76,ENG Premier League
9,Nathan Aké,2022-23,29,"D(CL),DMC",Man City,26,22,1876,1,0,0,6.75,ENG Premier League
0,Kai Havertz,2022-23,25,"M(CR),FW",Chelsea,35,30,2580,7,1,2,6.75,ENG Premier League
1,Tyrone Mings,2022-23,31,D(CL),Aston Villa,35,35,3150,1,2,1,6.75,ENG Premier League
2,Sven Botman,2022-23,24,D(C),Newcastle,36,35,3129,0,0,0,6.74,ENG Premier League
3,Antonee Robinson,2022-23,27,"D(L),M(L)",Fulham,35,35,3089,0,1,0,6.74,ENG Premier League
4,Ivan Perisic,2022-23,35,"M(CLR),FW",Tottenham,34,23,2112,1,8,1,6.74,ENG Premier League
5,Dango Ouattara,2022-23,22,AM(LR),Bournemouth,19,15,1246,1,3,1,6.74,ENG Premier League
6,James Justin,2022-23,26,"D(CLR),M(LR)",Leicester,14,14,1254,0,0,0,6.74,ENG Premier League
7,Raheem Sterling,2022-23,29,"M(CLR),FW",Chelsea,28,23,1905,6,3,2,6.74,ENG Premier League
8,Diogo Jota,2022-23,27,"AM(CLR),FW",Liverpool,22,12,1133,7,4,1,6.74,ENG Premier League
9,Jason Steele,2022-23,34,GK,Brighton,15,15,1350,0,1,0,6.73,ENG Premier League
0,Sam Johnstone,2022-23,31,GK,Crystal Palace,9,9,810,0,0,1,6.73,ENG Premier League
1,Tyler Adams,2022-23,25,"D(R),M(CR)",Leeds,24,24,2157,0,0,0,6.73,ENG Premier League
2,Andreas Pereira,2022-23,28,M(CLR),Fulham,33,33,2718,4,6,3,6.73,ENG Premier League
3,Jack Harrison,2022-23,27,"AM(CLR),FW",Leeds,36,34,2729,5,7,4,6.72,ENG Premier League
4,Cheick Doucouré,2022-23,24,DMC,Crystal Palace,34,34,2786,0,3,0,6.72,ENG Premier League
5,Tosin Adarabioyo,2022-23,26,D(CR),Fulham,25,23,2084,1,0,0,6.72,ENG Premier League
6,Armel Bella-Kotchap,2022-23,22,D(C),Southampton,24,24,1885,0,2,0,6.71,ENG Premier League
7,Álex Moreno,2022-23,31,"D(L),M(L)",Aston Villa,19,14,1336,0,3,0,6.71,ENG Premier League
8,Shea Charles,2022-23,20,M(C),Man City,1,0,27,0,0,0,6.71,ENG Premier League
9,Fabinho,2022-23,30,"D(CR),DMC",Liverpool,36,31,2678,0,2,0,6.71,ENG Premier League
0,Timothy Castagne,2022-23,28,"D(CLR),M(LR)",Leicester,37,36,3257,2,3,0,6.71,ENG Premier League
1,Danilo,2022-23,23,M(C),Nottingham Forest,13,12,983,3,2,1,6.71,ENG Premier League
2,Matt Doherty,2022-23,32,"D(LR),M(LR)",Tottenham,12,7,667,1,0,0,6.71,ENG Premier League
3,Amadou Onana,2022-23,23,DMC,Everton,33,29,2496,1,2,0,6.71,ENG Premier League
4,Victor Lindelöf,2022-23,30,D(CR),Man Utd,20,14,1361,0,0,0,6.70,ENG Premier League
5,Julián Álvarez,2022-23,24,"AM(CR),FW",Man City,31,13,1454,9,0,2,6.70,ENG Premier League
6,Nick Pope,2022-23,32,GK,Newcastle,37,37,3262,0,0,2,6.70,ENG Premier League
7,Kiernan Dewsbury-Hall,2022-23,26,M(C),Leicester,31,28,2316,2,2,1,6.70,ENG Premier League
8,Saïd Benrahma,2022-23,29,AM(CLR),West Ham,35,22,2073,6,3,1,6.70,ENG Premier League
9,Emiliano Buendía,2022-23,27,"M(CLR),FW",Aston Villa,38,27,2423,5,2,2,6.70,ENG Premier League
0,Mason Mount,2022-23,25,M(CLR),Chelsea,24,20,1658,3,2,2,6.70,ENG Premier League
1,Christian Eriksen,2022-23,32,"M(CLR),FW",Man Utd,28,25,2062,1,8,1,6.70,ENG Premier League
2,Aymeric Laporte,2022-23,30,D(CL),Man City,12,11,994,0,0,0,6.69,ENG Premier League
3,Jordan Pickford,2022-23,30,GK,Everton,37,37,3330,0,1,2,6.69,ENG Premier League
4,Joe Gomez,2022-23,27,D(CLR),Liverpool,21,15,1461,0,0,0,6.69,ENG Premier League
5,Kurt Zouma,2022-23,29,D(CR),West Ham,25,24,1991,2,0,2,6.68,ENG Premier League
6,Marc Guéhi,2022-23,24,D(C),Crystal Palace,37,37,3330,1,0,0,6.68,ENG Premier League
7,Rodrigo,2022-23,33,"M(CLR),FW",Leeds,31,23,1945,13,1,1,6.68,ENG Premier League
8,Reiss Nelson,2022-23,24,M(LR),Arsenal,11,0,204,3,2,1,6.68,ENG Premier League
9,Tim Ream,2022-23,36,"D(CL),DMC",Fulham,33,33,2899,1,0,1,6.68,ENG Premier League
0,Lukasz Fabianski,2022-23,39,GK,West Ham,36,36,3114,0,0,0,6.68,ENG Premier League
1,Nayef Aguerd,2022-23,28,D(C),West Ham,18,17,1596,2,0,0,6.67,ENG Premier League
2,Curtis Jones,2022-23,23,AM(CL),Liverpool,18,12,1040,3,1,1,6.67,ENG Premier League
3,Evan Ferguson,2022-23,19,FW,Brighton,19,10,952,6,2,0,6.67,ENG Premier League
4,Jefferson Lerma,2022-23,29,"D(R),DMC",Bournemouth,37,37,3256,5,0,1,6.67,ENG Premier League
5,David de Gea,2022-23,33,GK,Man Utd,38,38,3420,0,0,1,6.67,ENG Premier League
6,Jan Bednarek,2022-23,28,D(C),Southampton,20,20,1674,0,0,0,6.67,ENG Premier League
7,Pascal Struijk,2022-23,25,"D(CL),DMC",Leeds,29,26,2205,2,1,0,6.66,ENG Premier League
8,Eric Dier,2022-23,30,"D(CR),DMC",Tottenham,33,31,2817,2,1,1,6.66,ENG Premier League
9,Jeffrey Schlupp,2022-23,31,"D(L),M(CLR)",Crystal Palace,34,30,2546,3,1,1,6.66,ENG Premier League
0,Harvey Barnes,2022-23,26,AM(CL),Leicester,34,32,2720,13,1,0,6.66,ENG Premier League
1,Wout Faes,2022-23,26,D(C),Leicester,31,31,2787,1,2,0,6.66,ENG Premier League
2,Idrissa Gueye,2022-23,34,M(C),Everton,33,32,2594,0,1,0,6.66,ENG Premier League
3,Marc Cucurella,2022-23,26,"D(CL),M(L)",Chelsea,24,21,1679,0,2,0,6.65,ENG Premier League
4,Jorginho,2022-23,32,DMC,Chelsea,18,15,1282,2,0,0,6.65,ENG Premier League
5,Joel Ward,2022-23,34,"D(CLR),DMC,M(R)",Crystal Palace,28,24,2256,1,0,0,6.65,ENG Premier League
6,Wesley Fofana,2022-23,23,D(C),Chelsea,15,12,1187,1,0,2,6.65,ENG Premier League
7,Issa Diop,2022-23,27,D(C),Fulham,25,21,2009,1,0,0,6.65,ENG Premier League
8,Raphaël Varane,2022-23,31,D(C),Man Utd,24,22,1917,0,0,0,6.64,ENG Premier League
9,Rico Henry,2022-23,27,"D(L),M(L)",Brentford,37,37,3244,0,2,0,6.64,ENG Premier League
0,Marcel Sabitzer,2022-23,30,"M(CLR),FW",Man Utd,11,7,628,0,1,0,6.64,ENG Premier League
1,Sean Longstaff,2022-23,26,DMC,Newcastle,33,28,2517,1,4,0,6.64,ENG Premier League
2,Tyrell Malacia,2022-23,25,D(L),Man Utd,22,14,1395,0,0,0,6.64,ENG Premier League
3,Vladimír Coufal,2022-23,32,"D(R),M(R)",West Ham,27,24,2139,0,1,0,6.64,ENG Premier League
4,Harry Souttar,2022-23,25,D(C),Leicester,12,11,991,0,1,0,6.64,ENG Premier League
5,Maximilian Wöber,2022-23,26,D(CL),Leeds,16,14,1264,0,0,0,6.63,ENG Premier League
6,Vitaly Janelt,2022-23,26,DMC,Brentford,35,24,2212,3,1,2,6.63,ENG Premier League
7,Ben Davies,2022-23,31,"D(CL),M(L)",Tottenham,31,26,2290,2,2,0,6.63,ENG Premier League
8,Maximilian Kilman,2022-23,27,D(C),Wolves,37,37,3308,0,0,1,6.63,ENG Premier League
9,Matheus Cunha,2022-23,25,"AM(CL),FW",Wolves,17,12,972,2,0,1,6.63,ENG Premier League
0,Aaron Ramsdale,2022-23,26,GK,Arsenal,38,38,3420,0,0,1,6.63,ENG Premier League
1,Duje Caleta-Car,2022-23,27,D(C),Southampton,13,9,945,1,0,0,6.63,ENG Premier League
2,João Félix,2022-23,24,"AM(CL),FW",Chelsea,16,11,944,4,0,1,6.63,ENG Premier League
3,Rasmus Kristensen,2022-23,27,"D(CR),M(R)",Leeds,26,21,1962,3,1,0,6.63,ENG Premier League
4,Dominic Calvert-Lewin,2022-23,27,"AM(L),FW",Everton,17,15,1176,2,1,0,6.62,ENG Premier League
5,Kamaldeen Sulemana,2022-23,22,"AM(L),FW",Southampton,18,10,968,2,1,1,6.62,ENG Premier League
6,Lewis Dunk,2022-23,32,D(C),Brighton,36,36,3240,1,0,0,6.62,ENG Premier League
7,Toti Gomes,2022-23,25,D(CL),Wolves,17,10,981,1,0,1,6.62,ENG Premier League
8,Manuel Akanji,2022-23,29,D(CLR),Man City,29,24,2287,0,1,0,6.62,ENG Premier League
9,Liam Cooper,2022-23,33,D(C),Leeds,18,16,1427,1,0,0,6.62,ENG Premier League
0,Craig Dawson,2022-23,34,D(CR),Wolves,17,17,1417,1,0,0,6.62,ENG Premier League
1,Ben Chilwell,2022-23,27,"D(L),M(L)",Chelsea,23,15,1408,2,2,0,6.62,ENG Premier League
2,Anthony Gordon,2022-23,23,AM(CLR),Everton,16,12,1097,3,0,2,6.61,ENG Premier League
3,Robin Olsen,2022-23,34,GK,Aston Villa,4,2,280,0,0,0,6.61,ENG Premier League
4,Willy-Arnaud Boly,2022-23,33,D(C),Nottingham Forest,11,9,687,0,1,1,6.61,ENG Premier League
5,Demarai Gray,2022-23,28,"AM(CLR),FW",Everton,33,27,2512,4,1,1,6.61,ENG Premier League
6,Aaron Cresswell,2022-23,34,"D(CL),M(L)",West Ham,28,24,2237,0,1,0,6.61,ENG Premier League
7,Leon Bailey,2022-23,27,"M(CLR),FW",Aston Villa,33,26,1984,4,4,3,6.61,ENG Premier League
8,Jorginho,2022-23,32,DMC,Arsenal,14,9,855,0,1,0,6.60,ENG Premier League
9,Matheus Nunes,2022-23,26,M(CLR),Wolves,35,31,2480,1,1,2,6.60,ENG Premier League
0,Jakub Kiwior,2022-23,24,"D(C),DMC",Arsenal,7,5,427,1,0,0,6.60,ENG Premier League
1,Neco Williams,2022-23,23,"D(LR),M(LR)",Nottingham Forest,31,20,1877,1,0,1,6.60,ENG Premier League
2,Lloyd Kelly,2022-23,25,D(CL),Bournemouth,23,23,2041,0,2,2,6.59,ENG Premier League
3,Joël Veltman,2022-23,32,"D(CR),M(R)",Brighton,31,25,2196,1,1,0,6.59,ENG Premier League
4,Boubacar Kamara,2022-23,24,"D(CL),DMC",Aston Villa,24,21,1779,0,1,0,6.59,ENG Premier League
5,Ché Adams,2022-23,28,"AM(CL),FW",Southampton,28,23,1998,5,3,1,6.59,ENG Premier League
6,Anthony Martial,2022-23,28,"AM(LR),FW",Man Utd,21,11,980,6,2,0,6.59,ENG Premier League
7,Hugo Lloris,2022-23,37,GK,Tottenham,25,25,2206,0,0,0,6.59,ENG Premier League
8,Harry Maguire,2022-23,31,D(C),Man Utd,16,8,762,0,0,0,6.59,ENG Premier League
9,Vitalii Mykolenko,2022-23,25,"D(CL),M(L)",Everton,34,30,2657,0,0,0,6.58,ENG Premier League
0,Pontus Jansson,2022-23,33,D(C),Brentford,12,9,725,1,0,0,6.58,ENG Premier League
1,Chris Mepham,2022-23,26,D(C),Bournemouth,26,24,2198,0,0,0,6.58,ENG Premier League
2,Caoimhín Kelleher,2022-23,25,GK,Liverpool,1,1,90,0,0,0,6.58,ENG Premier League
3,Ashley Young,2022-23,39,"D(LR),M(LR)",Aston Villa,29,23,2039,1,0,0,6.58,ENG Premier League
4,Luis Sinisterra,2022-23,25,"AM(LR),FW",Leeds,19,13,875,5,0,1,6.58,ENG Premier League
5,Joe Worrall,2022-23,27,D(C),Nottingham Forest,30,21,2217,1,0,0,6.58,ENG Premier League
6,Keylor Navas,2022-23,37,GK,Nottingham Forest,17,17,1530,0,0,2,6.58,ENG Premier League
7,Kyle Walker-Peters,2022-23,27,"D(LR),M(R)",Southampton,31,30,2653,1,0,1,6.58,ENG Premier League
8,Ezri Konsa,2022-23,26,D(CR),Aston Villa,38,37,3323,0,0,0,6.57,ENG Premier League
9,Dean Henderson,2022-23,27,GK,Nottingham Forest,18,18,1620,0,0,2,6.57,ENG Premier League
0,Jordan Henderson,2022-23,34,"D(C),M(CLR)",Liverpool,35,23,2075,0,2,0,6.57,ENG Premier League
1,Ryan Christie,2022-23,29,"M(CLR),FW",Bournemouth,32,22,1842,1,1,0,6.57,ENG Premier League
2,Rico Lewis,2022-23,19,"D(R),DMC",Man City,14,10,905,0,0,0,6.56,ENG Premier League
3,Matty Cash,2022-23,27,"D(R),M(CLR)",Aston Villa,26,20,1821,0,1,1,6.56,ENG Premier League
4,Roméo Lavia,2022-23,20,DMC,Southampton,29,26,2230,1,0,0,6.56,ENG Premier League
5,Ruben Loftus-Cheek,2022-23,28,M(CLR),Chelsea,25,19,1543,0,1,0,6.56,ENG Premier League
6,Séamus Coleman,2022-23,35,"D(CR),M(R)",Everton,23,20,1667,1,0,1,6.56,ENG Premier League
7,Danny Ings,2022-23,32,"AM(C),FW",Aston Villa,18,8,819,6,0,1,6.56,ENG Premier League
8,João Gomes,2022-23,23,DMC,Wolves,11,7,651,1,0,0,6.56,ENG Premier League
