,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
1,Chadi Riad,2022-23,21,D(CLR),Barcelona,1,0,1,0,0,0,6.00,ESP La Liga
2,Diego Méndez,2022-23,21,M(CLR),Rayo Vallecano,1,0,1,0,0,0,6.00,ESP La Liga
3,Esteban Saveljich,2022-23,33,D(C),Rayo Vallecano,2,1,2,0,0,0,6.00,ESP La Liga
4,Pedro Ortiz,2022-23,24,DMC,Sevilla,1,0,1,0,0,0,6.00,ESP La Liga
5,Mario Hernández,2022-23,25,D(R),Rayo Vallecano,3,1,103,0,0,0,6.00,ESP La Liga
6,Alberto del Moral,2022-23,24,M(CLR),Villarreal,1,0,4,0,0,0,5.99,ESP La Liga
7,Marko Milovanovic,2022-23,21,FW,Almeria,2,0,14,0,0,0,5.99,ESP La Liga
8,Awer Mabil,2022-23,28,"AM(LR),FW",Cadiz,5,1,163,0,0,0,5.99,ESP La Liga
9,Antonio Gomis,2022-23,21,GK,Atletico,1,0,5,0,0,0,5.98,ESP La Liga
0,Tunde,2022-23,21,FW,Real Valladolid,1,0,10,0,0,0,5.98,ESP La Liga
1,Mario Suárez,2022-23,37,"D(C),M(C)",Rayo Vallecano,3,1,11,0,0,0,5.97,ESP La Liga
2,Pol Lozano,2022-23,24,M(C),Espanyol,4,0,13,0,0,0,5.97,ESP La Liga
3,Fernando Niño,2022-23,23,FW,Villarreal,3,0,19,0,0,0,5.96,ESP La Liga
4,Alejandro Alfaro,2022-23,22,M(CLR),Elche,1,0,14,0,0,0,5.95,ESP La Liga
5,Javier Pastore,2022-23,35,AM(CLR),Elche,1,0,4,0,0,0,5.94,ESP La Liga
6,Iván Romero,2022-23,23,FW,Sevilla,1,0,10,0,0,0,5.92,ESP La Liga
7,Roger Martínez,2022-23,20,M(CLR),Espanyol,1,0,6,0,0,0,5.91,ESP La Liga
8,Carlos Álvarez,2022-23,21,M(CLR),Sevilla,1,0,9,0,0,0,5.89,ESP La Liga
9,Pape Cheikh,2022-23,27,DMC,Elche,3,1,36,0,0,0,5.88,ESP La Liga
0,Sekou Gassama,2022-23,29,FW,Real Valladolid,1,0,34,0,0,0,5.85,ESP La Liga
1,Diego Hormigo,2022-23,21,D(CLR),Sevilla,1,1,46,0,0,0,5.84,ESP La Liga
2,Tomás Alarcón,2022-23,25,DMC,Cadiz,4,2,222,0,0,0,5.82,ESP La Liga
3,Álvaro Giménez,2022-23,33,FW,Cadiz,1,0,16,0,0,0,5.82,ESP La Liga
4,Joan García,2022-23,23,GK,Espanyol,1,1,90,0,0,0,5.73,ESP La Liga
5,Jorge Herrando,2022-23,23,D(CLR),Osasuna,1,1,27,0,0,0,5.65,ESP La Liga
6,Diego López,2022-23,42,GK,Rayo Vallecano,2,1,95,0,0,0,5.27,ESP La Liga
